id,genres,title,original_language,vote_count,popularity
168138,Science FictionAdventureThriller,The Last Days,es,103.0,5.961623
408647,Science FictionAnimationAction,Teen Titans: The Judas Contract,en,98.0,17.086617999999998
339530,Science FictionActionHorror,Tremors 5: Bloodlines,en,96.0,12.95779
9278,Science Fiction,Freejack,en,91.0,10.272925
317182,Science FictionAdventureDramaFantasy,Doctor Who: Last Christmas,en,86.0,4.964132
97605,Science FictionThriller,Extracted,en,85.0,10.855439
166822,Science Fiction,Big Ass Spider!,en,80.0,12.48386
11049,Science FictionMusicAnimation,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,en,79.0,4.8128150000000005
150004,Science Fiction,Taken,en,76.0,10.62823
9711,Science FictionActionHorror,Species III,en,76.0,7.711755
22345,Science FictionComedyFamily,Baby Geniuses,en,75.0,7.707344
76535,Science FictionFantasy,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,en,72.0,4.591036
112090,Science Fiction,Branded,en,69.0,11.297363
19405,Science FictionAnimationComedyFamily,Recess: School's Out,en,68.0,4.1956940000000005
296130,Science FictionHorror,Harbinger Down,en,67.0,3.979592
15785,Science Fiction,Cherry 2000,en,67.0,2.8497790000000003
273404,Science FictionDramaMystery,I'll Follow You Down,en,66.0,4.968243
15050,Science FictionThriller,Brainstorm,en,65.0,9.974312
301729,Science FictionThrillerFantasy,Terminus,en,65.0,3.377218
169934,Science FictionAnimationAction,Iron Man: Rise of Technovore,ja,61.0,10.474313
19761,Science FictionThriller,Saturn 3,en,60.0,4.542917
35412,Science FictionDramaRomance,On the Beach,en,60.0,4.00437
61984,Science Fiction,Space Battleship Yamato,ja,59.0,5.23198
423988,Science Fiction,Kill Switch,en,58.0,12.128886999999999
10942,Science FictionActionAdventure,Babylon 5: The Gathering,en,57.0,8.232154
71700,Science FictionThrillerDrama,Repeaters,en,56.0,2.6687939999999997
354282,Science Fiction,Science Fiction Volume One: The Osiris Child,en,55.0,13.454531
281979,Science FictionAdventureFamily,Doctor Who: The Waters of Mars,en,52.0,2.66804
20424,Science FictionThriller,Invaders from Mars,en,51.0,3.262443
11119,Science FictionAction,Fortress 2,en,51.0,2.603049
14801,Science FictionThriller,Colossus: The Forbin Project,en,50.0,3.363154
19673,Science FictionAdventureComedy,Sexmission,pl,49.0,3.6038360000000003
8854,Science FictionActionAdventure,Steel,en,49.0,2.890462
14154,Science FictionDramaThriller,War Games: The Dead Code,en,47.0,12.629921000000001
61901,Science FictionAnimation,The Prodigies,fr,47.0,2.549224
59197,Science FictionThriller,Battle of Los Angeles,en,46.0,7.987112
23535,Science FictionThriller,Class of 1999,en,46.0,6.7001729999999995
308457,Science FictionDramaFamily,Advantageous,en,46.0,3.4365949999999996
18983,Science FictionHorror,"Godzilla, King of the Monsters!",en,45.0,8.07532
367326,Science FictionComedyAnimationFamily,Cosmic Scrat-tastrophe,en,45.0,4.3982209999999995
282758,Science FictionTV Movie,Doctor Who: The Runaway Bride,en,45.0,2.88026
94590,Science FictionAdventureComedy,Angry Video Game Nerd: The Movie,en,45.0,2.0939330000000003
225745,Science FictionAnimationDrama,Steins;Gate: The Movie ? Load Region of Deja Vu,ja,44.0,3.384668
115442,Science FictionDrama,The Wall,de,43.0,3.00007
282069,Science FictionHorror,Parasyte: Part 1,ja,42.0,3.346011
14460,Science Fiction,Battle Beyond the Stars,en,42.0,2.921405
41360,Science FictionThriller,Hunter Prey,en,42.0,2.25904
342927,Science FictionActionHorror,3-Headed Shark Attack,en,41.0,3.677281
281778,Science FictionActionFantasy,Survivor,en,41.0,2.788535
24357,Science FictionActionAnimation,Final Flight of the Osiris,en,41.0,2.679319
17921,Science FictionHorror,Planet of the Vampires,it,41.0,2.512247
57812,Science FictionHorror,51,en,41.0,2.160202
24230,Science FictionThriller,Nemesis,en,40.0,11.483130000000001
14945,Science FictionAdventureAnimationDramaFantasyRomanceAction,Origin: Spirits of the Past,ja,40.0,11.024939999999999
334376,Science FictionAnimation,Ghost in the Shell: The New Movie,ja,40.0,5.518129
296917,Science FictionAnimationAction,Psycho-Pass: The Movie,ja,40.0,4.299518
164331,Science FictionThriller,Spiders,en,39.0,11.012438000000001
45556,Science Fiction,Arctic Blast,en,39.0,5.270343
22076,Science Fiction,Alien Hunter,en,39.0,3.081045
26689,Science FictionThriller,Retroactive,en,39.0,2.780487
15125,Science Fiction,Dante 01,en,39.0,2.351413
55538,Science FictionHorror,Bloody Birthday,en,38.0,2.68115
399612,Science Fiction,Realive,es,37.0,3.493907
25834,Science FictionHorror,Xtro,en,37.0,3.267125
24914,Science FictionAnimation,Kid's Story,en,37.0,3.2538139999999998
40430,Science Fiction,Journey to the Far Side of the Sun,en,36.0,5.916841000000001
118624,Science FictionFantasyDrama,Doomsday Book,ko,36.0,2.3741220000000003
64502,Science FictionThrillerActionHorror,The Day of the Triffids,en,35.0,2.751991
312793,Science FictionComedy,The Walking Deceased,en,35.0,1.76195
37178,Science Fiction,Virtuality,en,34.0,3.1727380000000003
262848,Science FictionFantasyHorror,Phantasm: Ravager,en,34.0,2.2039310000000003
17803,Science FictionThriller,12:01,en,33.0,8.811327
26932,Science Fiction,The Island of Dr. Moreau,en,33.0,8.780704
140161,Science Fiction,V: The Final Battle,en,33.0,3.126689
17110,Science Fiction,One Point O,en,33.0,2.399033
2927,Science Fiction,Moon 44,en,32.0,5.854206
14573,Science Fiction,Natural City,ko,32.0,3.885246
15618,Science FictionAction,Robot Jox,en,32.0,3.312779
285135,Science FictionTV Movie,Zodiac,en,32.0,3.2997300000000003
385320,Science FictionActionHorror,Zoombies,en,32.0,2.512293
24749,Science FictionDrama,Iceman,en,32.0,2.491724
26508,Science FictionDramaWarDocumentaryTV Movie,The War Game,en,32.0,1.761241
335209,Science Fiction,Doctor Who: Voyage of the Damned,en,32.0,1.654309
18839,Science FictionAnimationActionCrime,Ghost in the Shell: Stand Alone Complex - The Laughing Man,ja,31.0,4.099225
298077,Science Fiction,Ambition,en,31.0,1.9200599999999999
24660,Science FictionAnimation,A Detective Story,en,30.0,1.7984650000000002
15096,Science Fiction,20 Million Miles to Earth,en,29.0,8.875771
36349,Science FictionActionThriller,Black Moon Rising,en,29.0,2.379451
28430,Science FictionDrama,The Day the Earth Caught Fire,en,28.0,3.1502369999999997
24960,Science FictionAnimation,World Record,en,28.0,2.774738
45887,Science Fiction,Alive in Joburg,en,28.0,1.954502
39465,Science FictionActionFantasyAdventure,Godzilla vs. Mothra,ja,28.0,1.8382189999999998
39466,Science FictionActionAdventureFantasy,Godzilla vs. SpaceGodzilla,ja,28.0,1.7285259999999998
190250,Science FictionThriller,ABE,en,28.0,1.586141
136476,Science FictionThriller,State of Emergency,pt,28.0,1.334551
270654,Science Fiction,Parts Per Billion,en,27.0,8.279917
15493,Science FictionActionComedy,Star Wreck: In the Pirkinning,fi,27.0,7.759197
1811,Science FictionDramaComedy,Nowhere,en,27.0,3.324489
16068,Science FictionAdventureAction,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,en,27.0,2.698788
28763,Science FictionHorror,Island of Terror,en,27.0,2.5006009999999996
282070,Science FictionHorror,Parasyte: Part 2,ja,27.0,2.240411
436994,Science FictionThriller,Lucid Dream,ko,27.0,1.7488380000000001
90118,Science FictionComedyHorror,A Little Bit Zombie,en,27.0,1.623545
15981,Science FictionAnimationComedyCrime,Dead Leaves,ja,27.0,1.254481
37627,Science FictionFantasyFamilyMusic,The Little Prince,en,26.0,6.582652
331501,Science FictionMysteryHorrorThriller,Residue,en,26.0,6.2013620000000005
30194,Science FictionThriller,The Manhattan Project,en,26.0,4.29831
19492,Science Fiction,Captain EO,en,26.0,3.716093
39464,Science FictionDramaHorror,Godzilla vs. Hedorah,ja,26.0,2.6315020000000002
16123,Science Fiction,100 Million BC,en,26.0,2.312713
39264,Science FictionFantasy,Godzilla vs. Megalon,ja,26.0,2.298163
110122,Science Fiction,Astronaut: The Last Push,en,26.0,2.295459
13529,Science Fiction,Daft Punk's Electroma,en,26.0,2.129522
24959,Science FictionAnimation,Program,en,26.0,1.851765
51859,Science FictionActionComedyAnimationWestern,Trigun: Badlands Rumble,en,25.0,1.959207
7456,Science FictionThriller,Die Wolke,de,25.0,1.574594
268105,Science Fiction,The Similars,es,25.0,1.386193
73920,Science FictionDrama,Dead Man's Letters,ru,25.0,0.887192
30202,Science FictionThriller,Children of the Damned,en,24.0,2.416299
121565,Science FictionThrillerDrama,Errors of the Human Body,en,24.0,2.285454
17991,Science FictionHorrorDramaThriller,Tetsuo II: Body Hammer,ja,24.0,2.0182919999999998
306963,Science Fiction,Wanderers,en,24.0,1.621875
24675,Science FictionAnimation,Beyond,en,24.0,1.521274
42114,Science FictionHorror,Nightmares,en,23.0,3.861469
16387,Science Fiction,Daleks' Invasion Earth: 2150 A.D.,en,23.0,2.997399
11795,Science Fiction,Guyver: Dark Hero,en,23.0,2.037617
62697,Science FictionHorrorMystery,Bug,en,23.0,1.9815459999999998
17566,Science FictionAnimationFantasy,Brave Story,ja,23.0,1.817657
429101,Science Fiction,Anti Matter,en,22.0,4.57264
341886,Science FictionHorror,June,en,22.0,2.285686
20980,Science FictionComedy,Liquid Sky,en,22.0,1.0762129999999999
41571,Science FictionDrama,The Heart of the World,xx,22.0,1.0716379999999999
313943,Science Fiction,Revolt,en,21.0,8.442584
282313,Science FictionDramaThriller,The Reconstruction of William Zero,en,21.0,4.741389
383538,Science FictionActionThriller,The Shadow Effect,en,21.0,2.548897
259830,Science Fiction,Scintilla,en,21.0,1.9198060000000001
36683,Science FictionAdventureMystery,20th Century Boys - Chapter 1: Beginning of the End,ja,21.0,1.889519
298026,Science FictionCrimeHorror,Reaper,en,21.0,1.753718
21874,Science FictionThriller,Looker,en,21.0,1.457778
83880,Science FictionActionComedy,Super Shark,fr,21.0,0.774131
58903,Science FictionThrillerHorror,Creature,en,20.0,5.475876
17135,Science Fiction,Omega Doom,en,20.0,4.759885
421443,Science Fiction,Teleios,en,20.0,2.296394
26581,Science FictionAdventure,Dr. Who and the Daleks,en,20.0,2.1879419999999996
39469,Science FictionAction,Godzilla: Tokyo S.O.S.,ja,20.0,1.8926020000000001
74629,Science FictionComedy,Attack of the 50 Ft. Woman,en,20.0,1.554208
64976,Science FictionHorrorThriller,Day of the Animals,en,19.0,4.34926
260372,Science Fiction,Bermuda Tentacles,en,19.0,2.4047169999999998
18627,Science Fiction,Son of Godzilla,en,19.0,1.925084
13317,Science FictionDrama,The Aerial,es,19.0,1.59064
20004,Science Fiction,Epoch,en,18.0,6.421741
133701,Science Fiction,Tears of Steel,en,18.0,3.611436
35002,Science FictionFantasyAdventure,When Dinosaurs Ruled the Earth,en,18.0,2.600011
37843,Science FictionHorrorComedy,Blood Beach,en,18.0,2.2320450000000003
42469,Science FictionHorror,The Creeping Flesh,en,18.0,1.870702
36855,Science FictionComedyFamily,The Reluctant Astronaut,en,18.0,1.765691
167948,Science FictionComedy,Space Milkshake,en,18.0,1.737986
80034,Science Fiction,Earth's Final Hours,en,18.0,1.396593
38849,Science FictionThriller,Android,en,18.0,1.295139
36075,Science FictionHorror,Splatter: Naked Blood,ja,18.0,1.209099
32228,Science FictionThrillerDramaAction,5ive Days to Midnight,en,18.0,1.05306
30374,Science Fiction,Crack in the World,en,17.0,1.7601930000000001
31278,Science FictionAction,The Pumaman,en,17.0,1.706648
136921,Science Fiction,Pixels,en,17.0,1.190657
44263,Science FictionActionThriller,City Under Siege,cn,17.0,1.087389
52302,Science FictionFantasyHorror,Matango: Attack of the Mushroom People,ja,17.0,1.066454
25392,Science Fiction,Destination Moon,en,17.0,0.940976
43353,Science Fiction,Robot Monster,en,17.0,0.892476
140979,Science Fiction,Electronic Labyrinth THX 1138 4EB,en,17.0,0.727025
29290,Science FictionDramaHorror,The Green Slime,en,16.0,2.893789
172721,Science FictionActionComedyAdventure,End of the World,en,16.0,1.912981
48490,Science FictionThrillerAction,The New Barbarians,en,16.0,1.740832
22379,Science FictionAdventure,Slipstream,en,16.0,1.697976
48397,Science FictionHorrorThrillerMystery,Beyond Loch Ness,en,16.0,1.602897
39829,Science FictionAdventure,The Six Million Dollar Man,en,16.0,1.4184860000000001
19757,Science Fiction,Icarus XB 1,cs,16.0,1.408341
4798,Science FictionDrama,"Je t'aime, je t'aime",fr,16.0,1.2366409999999999
15990,Science FictionAnimation,The Cathedral,en,16.0,0.903483
25874,Science Fiction,The Illustrated Man,en,15.0,2.2370919999999996
19312,Science FictionThrillerTV Movie,The Black Hole,en,15.0,1.992289
266433,Science Fiction,Ejecta,en,15.0,1.860814
25114,Science FictionAdventureMystery,20th Century Boys - Chapter 2: The Last Hope,ja,15.0,1.7470310000000002
297544,Science FictionAdventure,Age of Ice,en,15.0,1.725587
40249,Science FictionHorror,They Nest,en,15.0,1.590236
7837,Science FictionThrillerAction,The Time Shifters,en,15.0,1.504521
35610,Science Fiction,Philadelphia Experiment II,en,15.0,1.155075
37744,Science Fiction,Rocketship X-M,en,15.0,1.1137620000000001
33691,Science Fiction,Stereo,en,15.0,1.080535
42904,Science FictionActionDrama,Supernova,en,14.0,6.416966
86304,Science FictionThriller,All Superheroes Must Die,en,14.0,5.9289819999999995
421725,Science FictionComedyAnimation,Scrat: Spaced Out,en,14.0,2.257459
17938,Science FictionDramaMystery,First Spaceship on Venus,de,14.0,1.952221
2973,Science FictionAdventureDramaFantasy,Aelita: Queen of Mars,ru,14.0,1.9522169999999999
19759,Science FictionAdventureFantasy,The Fabulous World of Jules Verne,cs,14.0,1.53134
387801,Science FictionDramaThrillerHorror,The Untamed,es,14.0,1.414419
321377,Science FictionHorror,Plan 9,en,14.0,1.2241360000000001
337208,Science FictionAction,Cowboys vs. Dinosaurs,en,14.0,1.1211879999999999
49160,Science Fiction,The Time Travelers,en,14.0,1.118899
31119,Science FictionHorror,Monster a-Go Go,en,14.0,1.042017
27717,Science Fiction,The Phantom Planet,en,14.0,0.9994299999999999
222890,Science FictionTV Movie,Stonados,en,14.0,0.9807600000000001
34003,Science FictionAdventureAnimationActionFamilyComedy,Turtles Forever,en,13.0,4.718655
27260,Science FictionTV Movie,Brave New World,en,13.0,2.6109869999999997
217341,Science Fiction,Rewind,en,13.0,2.065884
27072,Science FictionAdventureFantasy,On the Silver Globe,pl,13.0,1.962954
54801,Science FictionHorrorThrillerMystery,Night of the Big Heat,en,13.0,1.650251
27905,Science FictionHorror,Island of the Fishmen,it,13.0,1.273167
253307,Science FictionComedy,The Infinite Man,en,13.0,1.130017
343724,Science Fiction,Identicals,en,13.0,1.0903450000000001
205466,Science Fiction,Dark Space,en,13.0,1.017978
43241,Science Fiction,The Amazing Colossal Man,en,13.0,0.870274
312131,Science FictionDrama,The Phoenix Project,en,13.0,0.525556
22451,Science FictionHorror,The Bone Snatcher,en,12.0,6.123475
188507,Science FictionAdventureFamily,Space Warriors,en,12.0,2.442212
42230,Science FictionActionFantasy,The Mighty Peking Man,zh,12.0,1.867807
202214,Science FictionActionAdventure,Real Playing Game,en,12.0,1.7362240000000002
447352,Science Fiction,Taking Earth,en,12.0,1.587246
31634,Science FictionThriller,The Amazing Transparent Man,en,12.0,1.492473
27460,Science FictionAction,Nick Fury: Agent of S.H.I.E.L.D.,en,12.0,1.282504
36677,Science Fiction,Solarbabies,en,12.0,1.278665
17940,Science Fiction,Android Apocalypse,en,12.0,1.179
20787,Science Fiction,The Man Who Saves The World,tr,12.0,1.125238
74711,Science FictionDramaComedy,City Zero,ru,12.0,0.865015
44692,Science Fiction,The Magnetic Monster,en,12.0,0.764046
143634,Science FictionComedyAnimation,The Electric Hotel,en,12.0,0.560372
419786,Science Fiction,Doctor Who: Time Crash,en,12.0,0.434906
60813,Science Fiction,The Bunker of the Last Gunshots,fr,12.0,0.13139
75506,Science Fiction,World Without End,en,11.0,4.241987
27918,Science FictionHorrorMystery,The Invisible Ray,en,11.0,1.486415
47868,Science Fiction,The First Men in the Moon,en,11.0,1.435661
333545,Science FictionAction,Road Wars,en,11.0,1.2491700000000001
123337,Science Fiction,Sight,en,11.0,1.2423549999999999
256959,Science FictionDocumentaryDrama,"White Out, Black In",pt,11.0,1.236621
26155,Science Fiction,The Invisible Boy,en,11.0,1.226801
28437,Science FictionHorror,The Black Sleep,en,11.0,1.105228
257668,Science FictionComedy,Kummeli V,fi,11.0,0.768578
257155,Science FictionActionFantasyAdventure,Threads of Destiny,en,11.0,0.738069
184710,Science FictionHorror,Quarantine L.A.,en,11.0,0.70729
43481,Science FictionThriller,Black River,en,11.0,0.607155
41522,Science FictionAction,The Phantom,en,11.0,0.48320100000000005
66918,Science Fiction,Beginning of the End,en,11.0,0.44894799999999996
24047,Science Fiction,Alien Nation: Dark Horizon,en,10.0,3.834165
302797,Science FictionHorrorMystery,Encounters,da,10.0,1.7112470000000002
239853,Science FictionFantasy,11 A.M.,ko,10.0,1.5851620000000002
26121,Science Fiction,Moon Zero Two,en,10.0,1.489319
63105,Science FictionActionThriller,Nemesis 2 - Nebula,en,10.0,1.466491
34812,Science Fiction,H.G. Wells' War of the Worlds,en,10.0,1.314076
369406,Science Fiction,Nowhere Boys: The Book of Shadows,en,10.0,1.301415
31243,Science FictionHorror,The Robot vs. The Aztec Mummy,es,10.0,1.186265
40221,Science FictionComedyHorror,The Borrower,en,10.0,0.944816
26873,Science Fiction,To The Stars By Hard Ways,ru,10.0,0.9140969999999999
3786,Science FictionTV Movie,Buck Rogers in the 25th Century,en,10.0,0.91043
44216,Science FictionAction,Downstream,de,10.0,0.673473
53252,Science FictionDramaMystery,The Ugly Swans,ru,10.0,0.641755
72091,Science Fiction,Voyage to the Prehistoric Planet,en,10.0,0.561712
42870,Science FictionHorror,Creatures from the Abyss,it,10.0,0.539887
132379,Science FictionFantasyComedy,The '?' Motorist,xx,10.0,0.398256
104185,Science FictionActionThriller,Alien Tornado,en,9.0,3.3286849999999997
35668,Science FictionHorror,They Came from Beyond Space,en,9.0,1.2768899999999999
50162,Science FictionHorror,964 Pinocchio,ja,9.0,1.15526
290370,Science Fiction,Mutant World,en,9.0,1.044936
116351,Science FictionAnimation,The Snails,fr,9.0,0.9455479999999999
7011,Science FictionFantasyHorrorAdventure,Making Contact,en,9.0,0.712615
42780,Science Fiction,Village of the Giants,en,9.0,0.6148
41032,Science FictionHorror,The Stone Tape,en,9.0,0.48421000000000003
16909,Science Fiction,Webmaster,en,9.0,0.47826
69292,Science Fiction,The Creation of the Humanoids,en,9.0,0.3624
38269,Science FictionHorror,War of the Colossal Beast,en,9.0,0.21745599999999998
25952,Science Fiction,Conquest of Space,en,8.0,3.941502
32940,Science FictionThriller,The Terminal Man,en,8.0,3.6644019999999995
50291,Science Fiction,Alien Nation: Millennium,en,8.0,1.787853
25977,Science FictionThriller,Showdown at Area 51,en,8.0,1.399429
43341,Science Fiction,Cat-Women of the Moon,en,8.0,1.337813
55952,Science FictionHorror,Xtro 2: The Second Encounter,en,8.0,1.24306
79591,Science FictionDramaRomance,Ten Minutes Older: The Cello,ru,8.0,1.203539
32633,Science FictionDramaComedy,Almost Normal,en,8.0,1.175873
24212,Science Fiction,Devil Girl from Mars,en,8.0,1.173332
21947,Science FictionAction,A.P.E.X.,en,8.0,1.1608319999999999
43226,Science Fiction,The Mysterians,ja,8.0,1.138696
43230,Science Fiction,Kronos,en,8.0,0.9358350000000001
269057,Science FictionDramaMusic,Bang Bang Baby,en,8.0,0.9103450000000001
38020,Science FictionThrillerAction,Planet of Dinosaurs,en,8.0,0.8580260000000001
