id,genres,title,original_language,vote_count,popularity
10028,RomanceMusicFamily,Honey,en,313.0,11.863954
323674,RomanceDrama,6 Years,en,306.0,4.075158999999999
10998,RomanceDramaThrillerHorrorMystery,Fatal Attraction,en,305.0,14.260779000000001
239877,RomanceComedyCrime,The Mafia Kills Only in Summer,it,299.0,7.791341
11812,RomanceComedy,The Sweetest Thing,en,286.0,8.889064
242090,RomanceComedyDrama,The One I Love,en,259.0,5.34697
18269,RomanceAnimationFamilyAdventure,Lady and the Tramp II: Scamp's Adventure,en,256.0,9.672521000000001
8879,RomanceWestern,Pale Rider,en,255.0,9.385078
1440,RomanceDrama,Little Children,en,243.0,7.311147999999999
244566,RomanceComedyHorror,Life After Beth,en,235.0,5.486893
38543,RomanceAdventureActionHistory,Ironclad,en,231.0,12.170539999999999
13596,RomanceComedy,My Best Friend's Girl,en,223.0,14.114135999999998
11661,RomanceDramaHistoryWarMusic,Joyeux Noel,fr,216.0,7.846226
10897,RomanceComedyFamily,The Little Rascals,en,214.0,6.707109
16558,RomanceComedyCrime,Duplicity,en,203.0,9.097953
215211,RomanceDrama,Grace of Monaco,en,201.0,6.7732779999999995
11982,RomanceComedyFamily,Look Who's Talking Now!,en,200.0,9.016076
86835,RomanceDrama,Knight of Cups,en,198.0,6.889469999999999
10207,RomanceDrama,Message in a Bottle,en,198.0,5.101392
289727,RomanceComedy,The Rewrite,en,192.0,6.253843
1909,RomanceDramaComedy,Don Juan DeMarco,en,184.0,7.438934
11386,RomanceCrimeDramaThriller,The Crying Game,en,180.0,7.404329
9981,RomanceComedyFamily,Kicking & Screaming,en,179.0,9.875573
84306,RomanceComedyDrama,Liberal Arts,en,179.0,7.113542
10934,Romance,Under the Tuscan Sun,en,178.0,8.508008
9464,RomanceComedyCrimeDrama,Buffalo '66,en,172.0,9.167761
11227,RomanceComedyDramaFantasy,Angel-A,fr,172.0,5.512501
306745,RomanceDrama,Freeheld,en,168.0,4.955317
662,RomanceScience Fiction,La Jetee,fr,165.0,7.282665
13067,RomanceComedyDrama,In the Land of Women,en,163.0,9.351275999999999
218425,RomanceScience Fiction,Frequencies,en,156.0,4.701726
86467,RomanceDrama,Bel Ami,en,155.0,7.720692
39285,RomanceComedy,Beauty & the Briefcase,en,148.0,5.794289
11648,RomanceComedy,Must Love Dogs,en,142.0,9.378926
70868,RomanceComedy,I Don't Know How She Does It,en,142.0,6.562982000000001
1378,RomanceDramaComedy,Shortbus,en,141.0,11.547748
1641,RomanceComedy,Forces of Nature,en,141.0,7.906035
241771,RomanceDrama,Beyond the Lights,en,139.0,6.293515
10288,RomanceComedyDramaHorror,Fido,en,137.0,5.284805
2259,RomanceDrama,The House of the Spirits,en,135.0,10.687795
38366,RomanceDramaComedy,The Cyclone,it,129.0,4.815947
2882,RomanceDrama,Hunting and Gathering,fr,125.0,6.532872
9588,RomanceActionAdventureWesternDrama,Quigley Down Under,en,120.0,12.620366
274109,Romance,Palm Trees in the Snow,es,119.0,6.8180309999999995
85735,RomanceComedy,Love Lasts Three Years,fr,119.0,5.019821
11027,RomanceCrimeDrama,The Postman Always Rings Twice,en,115.0,8.049042
12657,RomanceComedy,Soul Plane,en,109.0,8.604389
10017,RomanceScience FictionHorrorActionCrime,The Wraith,en,109.0,7.657918
199661,RomanceComedy,Josephine,fr,109.0,4.870482
260001,RomanceComedy,Life Partners,en,108.0,4.782116
92321,RomanceAnimationFantasy,Hotarubi no Mori e,ja,105.0,0.005007
11540,RomanceActionAdventureCrimeMystery,Adventures of Arsene Lupin,fr,103.0,5.665798000000001
315880,RomanceDrama,The Correspondence,en,103.0,5.0040379999999995
11899,RomanceComedyFamily,The Muppets Take Manhattan,en,102.0,5.89335
282296,RomanceComedyDrama,My Old Lady,en,100.0,11.127162
23966,RomanceHorrorThriller,Deadgirl,en,100.0,10.698928
209406,RomanceComedy,The Right Kind of Wrong,en,99.0,5.746841000000001
912,RomanceCrimeThrillerDrama,The Thomas Crown Affair,en,95.0,9.444818
59457,RomanceScience Fiction,Womb,en,95.0,7.279917
316002,RomanceComedy,Accidental Love,en,95.0,5.213733
28384,RomanceComedyDrama,Husbands and Wives,en,94.0,9.450853
15602,RomanceComedy,Grumpier Old Men,en,92.0,11.7129
18585,RomanceComedyDrama,The Ramen Girl,en,91.0,4.60263
205022,RomanceComedyAction,Chennai Express,hi,91.0,4.19356
390669,RomanceComedy,One Kiss,it,88.0,5.266422
29845,RomanceDrama,A Woman Under the Influence,en,87.0,8.824282
272435,RomanceDramaComedy,Gemma Bovery,fr,86.0,5.105914
10945,RomanceComedyThriller,Jumpin' Jack Flash,en,86.0,4.477284
10247,RomanceComedyDrama,He Was a Quiet Man,en,83.0,4.176044
261375,Romance,Flying Home,en,82.0,7.958403
2075,RomanceComedyCrimeDrama,Prizzi's Honor,en,82.0,7.506871
310888,RomanceDrama,Southside with You,en,80.0,5.379834
185008,Romance,Yeh Jawaani Hai Deewani,hi,80.0,4.262544
18172,RomanceDrama,All the Right Moves,en,78.0,7.108331
14305,RomanceScience FictionThriller,The Andromeda Strain,en,78.0,6.438994999999999
14624,RomanceDramaFamily,The Ultimate Gift,en,78.0,5.09336
459,RomanceDrama,Sissi: The Fateful Years of an Empress,de,77.0,10.256081
965,RomanceDrama,The Magnificent Ambersons,en,77.0,8.43511
10869,RomanceComedyFamilyFantasy,Herbie Rides Again,en,77.0,4.914603
7294,RomanceComedyDrama,The Man Without a Past,fi,76.0,4.006786
363757,RomanceComedy,Io che amo solo te,en,76.0,3.046838
43904,RomanceDrama,L'Atalante,fr,75.0,4.265314
216,RomanceDrama,Ali: Fear Eats the Soul,de,74.0,5.855308
276401,RomanceDrama,The Disappearance of Eleanor Rigby: Him,en,72.0,6.490949
987,RomanceDramaComedy,The Front Page,en,69.0,5.7895650000000005
340684,RomanceDrama,Those People,en,69.0,3.077948
21135,RomanceDrama,L'eclisse,it,68.0,5.6567
2621,RomanceComedyDrama,Return to Me,en,68.0,5.2697330000000004
255913,RomanceComedy,Relationship Status: It's Complicated,fr,68.0,4.273973000000001
11205,RomanceActionComedyCrime,Wheels on Meals,cn,66.0,7.068828999999999
264729,RomanceComedy,Off Course,es,66.0,3.173875
28468,RomanceDrama,The Key,it,65.0,21.079551000000002
14140,RomanceComedyFamilyActionAdventure,Herbie Goes To Monte Carlo,en,65.0,4.705091
51917,RomanceDramaComedy,A Whole Life Ahead,it,65.0,3.372144
295832,RomanceComedy,Unique Brothers,it,65.0,2.969323
340101,RomanceWarComedyDrama,Their Finest,en,64.0,17.958512
295315,RomanceComedy,Sex Ed,en,62.0,2.924166
25648,RomanceDramaMystery,Time,ko,61.0,3.376611
40823,RomanceComedyDrama,The Man Who Copied,pt,60.0,3.954105
47607,RomanceComedyDrama,Tiny Furniture,en,60.0,2.799356
173847,RomanceCrimeComedy,Amiche da morire,en,59.0,2.572216
6183,RomanceComedyDrama,Barefoot,de,59.0,2.561207
266353,RomanceDramaFantasy,In My Dreams,en,58.0,6.07112
314388,RomanceDrama,Mountains May Depart,zh,57.0,3.595572
86000,RomanceDrama,Always,ko,55.0,4.149212
31005,RomanceDrama,Moonlight Mile,en,54.0,14.074906
194722,RomanceComedy,At Middleton,en,53.0,6.195085
9300,RomanceDramaFantasy,Orlando,en,53.0,3.800785
5729,RomanceComedyDrama,L'Age d'Or,fr,53.0,2.76145
60809,RomanceComedy,Single By Contract,de,52.0,4.366954
267463,RomanceComedy,The 10 Year Plan,en,52.0,2.9578849999999997
313,RomanceDrama,Snow Cake,en,51.0,11.556057000000001
291692,RomanceActionDrama,Brotherhood of Blades,zh,51.0,4.259327
16941,RomanceActionComedyCrimeMysteryDrama,Intermission,en,51.0,3.715985
52286,Romance,The Student,fr,51.0,3.2825910000000005
11240,RomanceDramaComedy,My Beautiful Laundrette,en,51.0,2.7930029999999997
24739,RomanceScience FictionThriller,Miracle Mile,en,50.0,10.018692999999999
19042,RomanceAnimationFamilyAdventureFantasy,All Dogs Go to Heaven 2,en,50.0,5.028897
431937,RomanceDramaComedy,Mr & Mme Adelman,fr,50.0,4.319959
2748,RomanceDrama,Journey to Italy,it,50.0,4.092146
16295,RomanceDramaCrime,Higher Learning,en,49.0,7.817811
11490,RomanceDrama,The Child,fr,49.0,5.462644999999999
13539,Romance,Here On Earth,en,48.0,3.199357
191421,RomanceDrama,So Young,zh,48.0,2.871986
21057,RomanceAnimationDrama,Ocean Waves,ja,46.0,5.114861
21494,RomanceDramaComedy,Moliere,fr,46.0,4.821828
1888,RomanceComedy,The Fortune Cookie,en,46.0,3.626104
354072,RomanceDrama,Our Times,zh,46.0,2.890544
44125,RomanceDrama,From Beginning to End,pt,46.0,2.386729
262789,RomanceComedy,Ti ricordi di me?,it,46.0,2.1935130000000003
18923,RomanceDrama,A Home at the End of the World,en,45.0,4.136105000000001
11801,RomanceDrama,Angel,en,45.0,3.599876
166879,RomanceComedy,One Small Hitch,en,45.0,3.316857
25199,RomanceFantasyComedyFamily,Teen Witch,en,44.0,4.649104
464,RomanceDramaComedyMusic,As It Is in Heaven,sv,43.0,3.643125
313867,RomanceComedy,Roald Dahl's Esio Trot,en,42.0,2.485569
20128,RomanceDramaComedy,Life Is a Miracle,sr,42.0,2.287296
16129,RomanceDramaScience Fiction,Last Night,en,41.0,5.466969000000001
17993,Romance,Henry & June,en,40.0,4.459959
183894,RomanceComedyDrama,Emma,en,39.0,2.8537369999999997
433356,RomanceDramaWar,The Ottoman Lieutenant,en,38.0,13.256679
118051,RomanceDramaComedy,Cocktail,hi,38.0,7.950488000000001
27031,RomanceHistoryDrama,Samurai Rebellion,ja,38.0,3.4113660000000006
59408,RomanceDramaComedy,Deep End,en,38.0,3.043987
339148,RomanceComedy,Already Tomorrow in Hong Kong,en,38.0,2.326132
40814,RomanceDramaThrillerHorrorCrime,Crimes of Passion,en,38.0,2.077602
283701,RomanceDrama,3 Hearts,fr,38.0,1.77278
432789,RomanceComedy,The Incredible Jessica James,en,37.0,5.667066999999999
203321,RomanceComedyDrama,Not Another Happy Ending,en,37.0,2.917593
286817,RomanceDrama,Anatomy of a Love Seen,en,37.0,2.134277
875,RomanceDrama,Shanghai Express,en,37.0,2.0857740000000002
17258,RomanceComedyCrimeDrama,The Pick-up Artist,en,35.0,3.799983
15462,RomanceComedyDrama,Car Wash,en,35.0,3.259637
66942,RomanceComedyDrama,Griff the Invisible,en,35.0,2.9308970000000003
6643,RomanceWesternDrama,The Unforgiven,en,35.0,2.914053
19114,RomanceDrama,Endless Love,en,34.0,5.786435
31685,RomanceDramaHorror,The Hunchback of Notre Dame,en,34.0,4.42224
319389,RomanceComedy,Lovesick,en,34.0,3.6517809999999997
26535,RomanceComedyDrama,Billy Liar,en,34.0,3.5847089999999997
148265,RomanceScience Fiction,Eega,te,33.0,8.615159
381707,RomanceComedy,Our Lovers,es,33.0,3.822114
47559,RomanceDrama,The First Grader,en,33.0,2.536406
87561,RomanceDrama,A Song of Love,fr,33.0,2.525216
296370,RomanceMusicComedy,Platinum the Dance Movie,en,33.0,2.0309619999999997
9301,RomanceDrama,The Princess and the Warrior,de,33.0,1.826108
12579,RomanceDrama,The Woman Next Door,fr,32.0,9.373676
319096,RomanceDramaMusic,Whitney,en,32.0,8.048503
22274,RomanceDrama,Quiet Chaos,it,32.0,3.03607
229582,RomanceDramaMusic,Marina,fr,32.0,2.49939
398891,RomanceComedy,My Bakery in Brooklyn,en,32.0,2.351852
287509,Romance,Tokyo Fiancee,fr,32.0,1.8335290000000002
8842,RomanceDrama,Against the Ropes,en,32.0,1.381022
5996,RomanceComedyCrime,We're No Angels,en,31.0,5.825214
53256,RomanceDramaComedy,Three,de,31.0,4.898882
11845,RomanceDrama,Intimacy,en,31.0,4.472873
8938,RomanceDrama,Tokyo!,ko,31.0,2.033465
1549,RomanceDrama,Games of Love and Chance,fr,31.0,1.942173
14578,RomanceComedyDrama,Outside Providence,en,30.0,3.1092400000000002
18966,RomanceComedyHorror,Love at First Bite,en,30.0,2.7384209999999998
430161,RomanceDrama,The Lighthouse of the Orcas,es,30.0,2.449125
267800,RomanceComedy,Sundown,en,30.0,2.060918
43195,RomanceDramaHistory,Senso,it,30.0,1.9848299999999999
14938,RomanceComedyDrama,The Alibi,en,30.0,1.931397
40713,RomanceDrama,Sky Of Love,ja,30.0,1.7182369999999998
70588,RomanceComedyDrama,The Myth of the American Sleepover,en,29.0,9.256321
122089,RomanceDrama,Something in the Air,fr,29.0,2.491193
19616,RomanceCrimeDrama,New York,hi,29.0,2.431428
43361,RomanceComedyDrama,The White Sheik,it,29.0,2.384287
41577,RomanceActionDramaThriller,Tokyo Fist,ja,29.0,1.673946
3640,RomanceDramaComedy,Mostly Martha,de,28.0,7.4589929999999995
249916,RomanceComedyDrama,Appropriate Behavior,en,28.0,2.270286
53214,Romance,Signs,en,28.0,1.11608
22356,RomanceWestern,Angel and the Badman,en,27.0,8.08426
291189,RomanceDramaComedyMystery,The Driftless Area,en,26.0,11.875146
28031,RomanceDrama,If These Walls Could Talk 2,en,26.0,2.866914
29478,RomanceDrama,A Raisin in the Sun,en,26.0,2.501072
258755,RomanceDrama,Hidden Away,es,26.0,2.036082
171587,RomanceDramaComedy,Whatcha Wearin'?,ko,26.0,1.344487
158426,RomanceThriller,Intersections,fr,25.0,4.501117
71701,RomanceDramaFantasyHorrorScience Fiction,The Damned,en,25.0,3.153147
19545,RomanceScience FictionActionAdventure,Invasion of Astro-Monster,ja,25.0,2.816293
26561,RomanceDrama,Enchanted April,en,25.0,2.400185
359151,RomanceDrama,Tanna,en,25.0,2.1143259999999997
23942,RomanceAdventure,Paradise,en,25.0,1.895489
84344,RomanceDramaComedy,Teddy Bear,da,25.0,1.481425
333287,RomanceComedy,Slow Learners,en,25.0,1.452617
16132,RomanceDramaHistory,Twin Sisters,nl,25.0,1.218377
212721,RomanceComedy,Gerontophilia,en,24.0,2.815898
340816,RomanceComedy,Christmas Eve,en,24.0,2.36446
27099,RomanceDrama,Come Undone,fr,24.0,2.242307
24774,RomanceDrama,The Idiot,ja,24.0,2.147226
41925,RomanceThriller,The Comfort of Strangers,en,24.0,2.069497
25645,RomanceActionComedy,Wing Chun,cn,24.0,2.01819
2722,RomanceDrama,The Other Side of the Bed,es,24.0,1.9977099999999999
42513,RomanceDrama,Two English Girls,fr,24.0,1.6685299999999998
47473,RomanceDrama,Summer Interlude,sv,24.0,1.442357
41280,RomanceComedy,Private Lessons,en,23.0,8.173864
246699,RomanceDramaMystery,Death Comes to Pemberley,en,23.0,5.06044
10209,RomanceDrama,Hideous Kinky,en,23.0,2.402484
20324,RomanceComedyDrama,The Importance of Being Earnest,en,23.0,2.328043
38646,RomanceDramaWar,Nicholas and Alexandra,en,23.0,1.952752
133764,RomanceScience Fiction,Vanishing Waves,lt,23.0,1.894596
14933,RomanceComedy,The Truth About Love,en,23.0,1.687672
386830,RomanceComedy,Temps,en,23.0,1.4562899999999999
266764,RomanceComedyDocumentary,Meet the Patels,en,23.0,1.405257
8341,RomanceDramaAdventure,Samsara,en,23.0,0.9764520000000001
73194,RomanceDramaHistoryWarWestern,Drums Along the Mohawk,en,22.0,7.179811999999999
431093,RomanceComedy,Everybody Loves Somebody,en,22.0,7.077991
243752,RomanceComedy,No Stranger Than Love,en,22.0,3.7938400000000003
3426,RomanceDramaComedy,Cesar and Rosalie,fr,22.0,2.9840459999999998
39253,RomanceComedy,Lucky Trouble,ru,22.0,2.709273
10293,RomanceComedyDrama,Pauline at the Beach,fr,22.0,2.704568
413417,RomanceComedy,The Matchbreaker,en,22.0,2.5558490000000003
324289,RomanceDrama,Touched with Fire,en,22.0,2.3488919999999998
199851,Romance,Hawaii,es,22.0,1.96471
44968,RomanceComedy,Born Yesterday,en,22.0,1.863936
34764,RomanceDramaThriller,Karthik Calling Karthik,en,22.0,1.847916
37810,RomanceDrama,Eyes Wide Open,he,22.0,1.362835
362682,RomanceComedy,Goodbye Mr. Loser,zh,22.0,1.207719
257648,RomanceFantasyAction,The White Haired Witch of Lunar Kingdom,zh,22.0,1.134239
41609,RomanceActionAdventureDrama,The Three Musketeers,en,21.0,8.95072
12478,RomanceComedyDrama,Skin Deep,en,21.0,7.519228999999999
252067,RomanceDramaComedy,Hot Young Bloods,ko,21.0,6.121599
350845,RomanceDrama,Worlds Apart,el,21.0,3.076023
52475,RomanceDrama,Young Goethe in Love,de,21.0,2.981081
19998,RomanceDramaThrillerCrime,The Big Steal,en,21.0,2.703354
21626,RomanceDrama,Kissed,en,21.0,2.056754
18683,RomanceComedyDrama,Shirley Valentine,en,21.0,1.7148990000000002
29946,RomanceDrama,The Golden Bowl,en,21.0,1.637394
283201,RomanceComedyDrama,Finding Fanny,en,21.0,1.310166
280165,RomanceThrillerAction,Thani Oruvan,ta,21.0,0.940349
248934,RomanceDramaHistory,Beloved Sisters,de,20.0,14.061194
1676,RomanceWestern,Will Penny,en,20.0,4.010324
28435,RomanceCrimeHorrorMystery,Murders in the Rue Morgue,en,20.0,2.522351
31183,RomanceFamilyFantasy,The Magical Legend of the Leprechauns,en,20.0,2.043987
360603,RomanceTV MovieComedy,Crown for Christmas,en,20.0,1.878526
43103,RomanceDrama,Room at the Top,en,20.0,1.8761990000000002
376047,RomanceDrama,Fitoor,hi,20.0,1.8446930000000001
105885,Romance,eCupid,en,20.0,1.8092970000000002
85621,RomanceComedy,Men in Hope,cs,20.0,1.517652
59944,RomanceDrama,From Me To You,ja,20.0,1.42545
44524,RomanceDramaComedy,Kings and Queen,fr,20.0,0.889366
239030,RomanceComedyDrama,Love Steaks,de,19.0,1.932176
12432,RomanceDrama,A Perfect Day,it,19.0,1.8817549999999998
377492,RomanceComedy,Dirty 30,en,19.0,1.579585
330007,RomanceDrama,In the Grayscale,es,19.0,1.2750059999999999
46069,RomanceDrama,The Story of the Last Chrysanthemum,ja,19.0,1.2470350000000001
360604,RomanceTV Movie,Ice Sculpture Christmas,en,19.0,0.8251290000000001
385390,RomanceTV Movie,Love by Chance,en,19.0,0.756976
52444,Romance,Seducing Mr. Perfect,ko,19.0,0.732452
10171,RomanceDrama,Voyager,de,18.0,4.984732
116723,RomanceThriller,Comes a Bright Day,en,18.0,4.947552
19957,RomanceActionAdventureFantasyDrama,Knights of the Round Table,en,18.0,4.861517
398818,RomanceDrama,Call Me by Your Name,en,18.0,4.300873999999999
153133,Romance,Undercover Bridesmaid,en,18.0,3.8772860000000002
16344,RomanceDramaComedy,Luck By Chance,hi,18.0,3.525211
16916,RomanceComedyDrama,A Boyfriend for My Wife,es,18.0,2.7896970000000003
21311,RomanceDramaAdventure,I Dreamed of Africa,en,18.0,2.767134
42008,RomanceDrama,The Family,it,18.0,2.602047
4267,RomanceComedyDrama,Get Out Your Handkerchiefs,fr,18.0,2.4113689999999997
14755,RomanceDramaThrillerCrimeMystery,The Deadly Affair,en,18.0,2.350984
154972,RomanceDramaWar,Het Bombardement,nl,18.0,1.5874270000000001
45693,RomanceComedy,Lucky 7,en,18.0,1.495753
310972,RomanceDramaFamily,The Christmas Secret,en,18.0,1.4684110000000001
277934,RomanceDrama,Sadece Sen,tr,18.0,1.4633530000000001
32148,RomanceAdventureScience Fiction,Space Mutiny,en,18.0,1.311115
56969,RomanceThriller,Tere Naam,hi,18.0,1.280455
27952,RomanceDrama,Alone,tr,18.0,1.2148450000000002
63892,RomanceDrama,"Leon Morin, Priest",fr,18.0,1.015323
62883,RomanceFamilyForeign,Hum Saath Saath Hain,hi,18.0,0.702863
31179,RomanceDrama,Tim,en,17.0,7.1650789999999995
45267,RomanceFantasyComedy,Boccaccio '70,it,17.0,4.29255
92424,RomanceComedy,The Art of Love,fr,17.0,3.00035
248946,RomanceDramaComedy,The Spoils of Babylon,en,17.0,2.346466
448763,Romance,Amor.com,pt,17.0,1.957136
2264,RomanceDrama,Lola,de,17.0,1.900407
22650,RomanceCrimeDrama,Any Number Can Win,fr,17.0,1.7719150000000001
366018,RomanceMusicTV MovieComedy,A Christmas Melody,en,17.0,1.4684709999999999
8269,RomanceDramaComedy,Promise Me This,sr,17.0,1.247433
53514,RomanceComedy,Cyrano Agency,ko,17.0,1.2401659999999999
37533,RomanceDrama,White Wedding,fr,17.0,1.2049530000000002
298935,RomanceComedyDrama,All Relative,en,17.0,0.760099
23148,RomanceDramaMusic,Lady Sings the Blues,en,16.0,7.565467999999999
20870,RomanceComedyDrama,Afonya,ru,16.0,6.532578
47837,RomanceDrama,The Fugitive Kind,en,16.0,3.310593
249926,RomanceDrama,The 7:39,en,16.0,2.661686
139,RomanceComedyDrama,Mifune,da,16.0,2.539346
20969,RomanceDramaComedy,The Art of Seduction,ko,16.0,2.449703
24570,RomanceComedy,Carry On Loving,en,16.0,2.3938639999999998
353378,RomanceComedy,Big Stone Gap,en,16.0,2.2130509999999997
242555,RomanceFamilyDrama,Holidaze,en,16.0,2.212869
155887,RomanceComedy,A Prince (almost) Charming,fr,16.0,1.985348
20160,Romance,Restless,fi,16.0,1.744298
342163,RomanceComedy,Sin hijos,es,16.0,1.7125
70712,RomanceComedyDrama,Te presento a Laura,en,16.0,1.586898
83456,RomanceComedy,What Men Still Talk About,ru,16.0,1.565713
42021,RomanceComedyDrama,Ginger and Fred,it,16.0,1.466097
412518,Romance,In-Lawfully Yours,en,16.0,1.46537
294538,RomanceComedyCrime,Hit by Lightning,en,16.0,1.416907
289232,RomanceDrama,The Goob,en,16.0,1.310577
282672,RomanceDrama,My Mistress,en,16.0,1.2645389999999999
37952,RomanceDramaHistory,The Weeping Meadow,el,16.0,1.2494020000000001
297755,RomanceDrama,L♡DK,ja,16.0,0.923746
374609,RomanceTV Movie,Unleashing Mr. Darcy,en,16.0,0.651791
107548,RomanceDramaForeign,Chori Chori Chupke Chupke,hi,16.0,0.628061
38621,RomanceDrama,Firelight,en,15.0,5.57396
131940,RomanceDrama,Josh,hi,15.0,4.0315
322548,RomanceDramaCrime,Shangri-La Suite,en,15.0,3.0734169999999996
2574,RomanceDrama,The Lovers,fr,15.0,2.461408
11396,RomanceAdventureDrama,The Last Adventure,fr,15.0,2.369561
14619,RomanceComedy,Bottoms Up,en,15.0,2.246168
271200,RomanceAction,Heropanti,hi,15.0,2.031919
10788,RomanceComedyDrama,Kambakkht Ishq,hi,15.0,2.024764
59507,Romance,Four Lovers,fr,15.0,1.9194810000000002
21666,RomanceDramaWar,Yanks,en,15.0,1.6699580000000003
201277,RomanceDrama,The Last Match,en,15.0,1.386665
53234,RomanceDrama,Identification of a Woman,it,15.0,1.350133
407172,RomanceComedy,Summer Villa,en,15.0,1.235533
48369,RomanceDrama,Hotel du Nord,fr,15.0,1.195247
45881,RomanceDrama,The Bridge of San Luis Rey,en,15.0,1.192451
379990,RomanceTV Movie,Anything for Love,en,15.0,1.1521139999999999
191718,RomanceDramaComedy,You and the Night,en,15.0,1.089444
376252,RomanceComedy,Mood of the Day,ko,15.0,0.9356479999999999
49781,RomanceDramaCrimeThriller,Story of a Love Affair,it,15.0,0.908594
97732,Romance,See Girl Run,en,15.0,0.8989209999999999
52654,RomanceDrama,The Luzhin Defence,en,15.0,0.8797209999999999
55836,RomanceDrama,A Gentle Woman,fr,15.0,0.602797
301225,RomanceComedy,Standby,en,14.0,5.136007
50724,RomanceDrama,My Brother's Wife,es,14.0,3.346139
27067,RomanceDrama,The Life of Jesus,fr,14.0,2.4193740000000004
2923,RomanceCrimeDrama,B. Monkey,en,14.0,2.399824
426808,RomanceComedy,A Cinderella Christmas,en,14.0,2.3613630000000003
