id,genres,title,original_language,vote_count,popularity
374720,ActionDramaHistoryThrillerWar,Dunkirk,en,2712.0,30.938854
49040,ActionThriller,The Bourne Legacy,en,2683.0,14.89499
180,ActionThrillerScience FictionMystery,Minority Report,en,2663.0,20.666063
188927,ActionAdventureScience Fiction,Star Trek Beyond,en,2636.0,20.659284
81005,ActionFamilyFantasy,Jack the Giant Slayer,en,2634.0,11.606061
238713,ActionComedyCrime,Spy,en,2590.0,13.257467000000002
8909,ActionThrillerCrime,Wanted,en,2583.0,12.457896
257344,ActionComedyScience Fiction,Pixels,en,2564.0,21.14796
47933,ActionAdventureScience Fiction,Independence Day: Resurgence,en,2550.0,16.993841
315837,ActionScience FictionThriller,Ghost in the Shell,en,2547.0,68.726676
64635,ActionScience FictionAdventureThriller,Total Recall,en,2540.0,16.42635
95,ActionThrillerScience FictionAdventure,Armageddon,en,2540.0,13.235111999999999
534,ActionScience FictionThriller,Terminator Salvation,en,2496.0,16.507496
109424,ActionDramaThriller,Captain Phillips,en,2495.0,13.776067999999999
51497,ActionThrillerCrime,Fast Five,en,2491.0,1.420361
258489,ActionAdventure,The Legend of Tarzan,en,2488.0,45.382979999999996
273481,ActionCrimeDramaMysteryThriller,Sicario,en,2465.0,19.511221
435,ActionAdventureScience FictionThriller,The Day After Tomorrow,en,2462.0,15.049695000000002
53182,ActionWar,300: Rise of an Empire,en,2438.0,12.904677000000001
13804,ActionCrimeDramaThriller,Fast & Furious,en,2426.0,1.498902
109414,ActionComedy,This Is the End,en,2394.0,11.414048
324668,ActionThriller,Jason Bourne,en,2386.0,19.133256
97020,ActionScience Fiction,RoboCop,en,2385.0,10.246549
290250,ActionComedyCrimeThriller,The Nice Guys,en,2382.0,16.075615
57201,ActionAdventureWestern,The Lone Ranger,en,2361.0,12.729104
228967,ActionComedy,The Interview,en,2340.0,14.526048999999999
68735,ActionAdventureFantasy,Warcraft,en,2325.0,12.572718
166424,ActionAdventureScience Fiction,Fantastic Four,en,2322.0,17.246484
225574,ActionThrillerMystery,Non-Stop,en,2302.0,19.650229
7191,ActionThrillerScience Fiction,Cloverfield,en,2297.0,12.868098
59859,ActionAdventureCrime,Kick-Ass 2,en,2275.0,13.570264000000002
20504,ActionThrillerScience Fiction,The Book of Eli,en,2207.0,14.39853
43074,ActionFantasyComedy,Ghostbusters,en,2203.0,17.162744
22538,ActionAdventureComedy,Scott Pilgrim vs. the World,en,2185.0,13.793301000000001
296,ActionThrillerScience Fiction,Terminator 3: Rise of the Machines,en,2177.0,20.818907
49529,ActionAdventureScience Fiction,John Carter,en,2170.0,14.670353
27576,ActionMysteryThriller,Salt,en,2125.0,8.704455000000001
1571,ActionThriller,Live Free or Die Hard,en,2122.0,14.886039000000002
307081,ActionDrama,Southpaw,en,2112.0,12.370125999999999
1572,ActionThriller,Die Hard: With a Vengeance,en,2094.0,15.138855
584,ActionCrimeThriller,2 Fast 2 Furious,en,2087.0,2.32462
339403,ActionCrime,Baby Driver,en,2083.0,228.032744
49849,ActionScience FictionThrillerWestern,Cowboys & Aliens,en,2054.0,10.958669
324852,ActionAnimationAdventureFamilyComedy,Despicable Me 3,en,2002.0,36.631519
49049,ActionScience Fiction,Dredd,en,1971.0,12.1524
9654,ActionCrime,The Italian Job,en,1949.0,13.995044
1573,ActionThriller,Die Hard 2,en,1920.0,18.785984
117251,ActionDramaThriller,White House Down,en,1910.0,9.920223
949,ActionCrimeDramaThriller,Heat,en,1886.0,17.924927
72710,ActionAdventureRomanceScience FictionThriller,The Host,en,1859.0,11.342024
343611,Action,Jack Reacher: Never Go Back,en,1843.0,15.605620000000002
855,ActionHistoryWar,Black Hawk Down,en,1832.0,10.064446
138103,ActionAdventureThriller,The Expendables 3,en,1830.0,14.753545
339846,ActionComedy,Baywatch,en,1829.0,35.637691
1637,ActionAdventureCrime,Speed,en,1814.0,10.859292
1635,ActionThrillerScience FictionAdventure,The Island,en,1813.0,11.443647
6637,ActionAdventureMysteryThriller,National Treasure: Book of Secrets,en,1782.0,12.854372999999999
9615,ActionCrimeDramaThriller,The Fast and the Furious: Tokyo Drift,en,1749.0,2.238808
861,ActionAdventureScience Fiction,Total Recall,en,1745.0,12.954444
37710,ActionThrillerRomance,The Tourist,en,1744.0,12.845044999999999
744,ActionRomanceWar,Top Gun,en,1736.0,20.301019
9737,ActionComedyCrimeThriller,Bad Boys,en,1729.0,9.262184
4108,ActionCrimeThriller,The Transporter,en,1724.0,13.217421
184315,ActionAdventure,Hercules,en,1707.0,19.606895
7446,ActionComedy,Tropic Thunder,en,1707.0,8.980941
364,ActionFantasy,Batman Returns,en,1706.0,15.001681
302699,ActionComedy,Central Intelligence,en,1699.0,11.374041
107846,ActionThriller,Escape Plan,en,1688.0,14.191610999999998
38575,ActionAdventureDramaFamily,The Karate Kid,en,1675.0,11.690781
2034,ActionCrimeDramaThriller,Training Day,en,1665.0,13.664622
23629,ActionFantasyThriller,Sucker Punch,en,1661.0,13.779526999999998
267860,ActionCrimeThriller,London Has Fallen,en,1656.0,15.037993
123553,ActionAdventureDramaMysteryRomanceFantasy,The Mortal Instruments: City of Bones,en,1649.0,14.336186999999999
140300,ActionAdventureAnimationComedyFamily,Kung Fu Panda 3,en,1630.0,14.696548000000002
346672,ActionFantasyHorror,Underworld: Blood Wars,en,1619.0,20.02976
71679,ActionHorrorScience Fiction,Resident Evil: Retribution,en,1618.0,0.948759
754,ActionCrimeScience FictionThriller,Face Off,en,1612.0,11.467391000000001
136400,ActionComedyCrime,2 Guns,en,1611.0,13.336511999999999
46529,ActionThrillerScience FictionAdventure,I Am Number Four,en,1606.0,9.388376
136795,ActionComedyCrime,The Heat,en,1595.0,12.706403
2789,ActionScience Fiction,The Chronicles of Riddick,en,1593.0,5.060352
7299,ActionScience FictionThriller,Equilibrium,en,1584.0,12.671636999999999
37834,ActionComedy,Knight and Day,en,1583.0,12.758942
9509,ActionDramaThrillerCrime,Man on Fire,en,1583.0,9.635691
290595,ActionAdventureDrama,The Huntsman: Winter's War,en,1575.0,17.260203
136797,ActionCrimeDramaThriller,Need for Speed,en,1560.0,18.271383
193756,ActionDramaThrillerWar,Lone Survivor,en,1549.0,10.855502
146216,ActionComedyCrimeThriller,RED 2,en,1548.0,11.04233
414,ActionCrimeFantasy,Batman Forever,en,1529.0,13.321354000000001
13811,ActionAdventureDramaMysteryScience FictionThriller,Knowing,en,1528.0,9.806904
1368,ActionAdventureThrillerWar,First Blood,en,1523.0,14.778884
7551,ActionThrillerScience Fiction,Deja Vu,en,1519.0,14.922904
9679,ActionCrimeThriller,Gone in Sixty Seconds,en,1511.0,14.091764999999999
274857,ActionDramaFantasy,King Arthur: Legend of the Sword,en,1506.0,44.251369
47971,ActionAdventureCrime,xXx: Return of Xander Cage,en,1497.0,17.918269
7485,ActionDramaMysteryThrillerCrime,Shooter,en,1495.0,14.246917999999999
5548,ActionThrillerScience Fiction,RoboCop,en,1494.0,13.485582999999998
75174,ActionDramaThriller,The Grey,en,1476.0,14.31675
9802,ActionAdventureThriller,The Rock,en,1474.0,13.249823999999998
324849,ActionAnimationComedyFamilyFantasy,The Lego Batman Movie,en,1473.0,17.070748000000002
119283,ActionCrime,Parker,en,1467.0,13.963892000000001
311324,ActionAdventureFantasy,The Great Wall,en,1465.0,15.884744
44943,ActionScience Fiction,Battle: Los Angeles,en,1462.0,6.7537460000000005
7451,ActionAdventureThriller,xXx,en,1454.0,12.722381
415,ActionCrimeFantasy,Batman & Robin,en,1447.0,17.038823999999998
1996,ActionAdventureFantasyThriller,Lara Croft Tomb Raider: The Cradle of Life,en,1443.0,13.076349
335988,ActionScience FictionThrillerAdventure,Transformers: The Last Knight,en,1440.0,39.186819
20662,ActionAdventure,Robin Hood,en,1434.0,10.56812
369885,ActionDramaWarRomanceThriller,Allied,en,1415.0,13.085186
59962,ActionComedyRomance,This Means War,en,1411.0,12.366641
27581,ActionComedyCrime,The Other Guys,en,1406.0,12.536621
35791,ActionAdventureHorrorScience Fiction,Resident Evil: Afterlife,en,1382.0,0.452934
59961,ActionThriller,Safe House,en,1361.0,8.338675
1991,ActionThriller,Death Proof,en,1359.0,13.412137
316727,ActionHorrorThriller,The Purge: Election Year,en,1356.0,13.1789
88751,ActionScience FictionAdventureComedyFamily,Journey to the Center of the Earth,en,1353.0,10.419974
305470,ActionAdventureScience Fiction,Power Rangers,en,1321.0,23.247298
59440,ActionDrama,Warrior,en,1297.0,13.121626000000001
72331,ActionFantasyHorror,Abraham Lincoln: Vampire Hunter,en,1297.0,7.922636
76649,ActionAdventureHistoryRomanceDrama,Pompeii,en,1294.0,12.204174
12244,ActionAdventureAnimationScience FictionThriller,9,en,1291.0,18.502876999999998
1701,ActionThrillerCrime,Con Air,en,1289.0,11.545982
48138,ActionMysteryThriller,Unknown,en,1288.0,14.443598999999999
50456,ActionThrillerAdventure,Hanna,en,1284.0,8.071196
76640,ActionCrimeThriller,The Last Stand,en,1282.0,10.691321
40805,ActionCrimeComedy,The Green Hornet,en,1274.0,7.888013000000001
9798,ActionDramaThriller,Enemy of the State,en,1266.0,12.978750999999999
2109,ActionComedyCrimeThriller,Rush Hour,en,1254.0,11.840557
4327,ActionAdventureComedyCrimeThriller,Charlie's Angels,en,1253.0,9.774985000000001
1579,ActionAdventureDramaThriller,Apocalypto,en,1252.0,7.735233
278924,ActionCrimeThriller,Mechanic: Resurrection,en,1236.0,14.288576999999998
34851,ActionScience FictionAdventureThriller,Predators,en,1231.0,9.034929
19959,ActionScience FictionThriller,Surrogates,en,1219.0,16.211937
9342,ActionAdventure,The Mask of Zorro,en,1211.0,11.348096
10483,ActionThrillerScience Fiction,Death Race,en,1205.0,13.530029999999998
137094,ActionDramaThriller,Jack Ryan: Shadow Recruit,en,1194.0,11.234862
44048,ActionThriller,Unstoppable,en,1193.0,12.697059
249070,ActionCrimeThriller,Hitman: Agent 47,en,1183.0,10.721799
10196,ActionAdventureFamilyFantasy,The Last Airbender,en,1180.0,9.544657
1948,ActionThrillerCrime,Crank,en,1172.0,12.627593
23631,ActionComedyThriller,Machete,en,1171.0,7.120403
241554,ActionCrimeDramaMysteryThriller,Run All Night,en,1169.0,16.838145
10189,ActionComedy,Pineapple Express,en,1169.0,8.461369
71676,ActionFantasyThriller,Ghost Rider: Spirit of Vengeance,en,1163.0,9.421301
134,ActionAdventureComedy,"O Brother, Where Art Thou?",en,1144.0,12.434175
173897,ActionHorrorScience Fiction,Resident Evil: The Final Chapter,en,1139.0,0.75571
36955,ActionThriller,True Lies,en,1138.0,11.396099000000001
13387,ActionAdventureThrillerCrime,Transporter 3,en,1110.0,9.296824
5175,ActionComedyCrimeThriller,Rush Hour 2,en,1078.0,8.345985
9335,ActionThrillerCrime,Transporter 2,en,1076.0,11.359658999999999
94329,ActionThrillerCrime,The Raid,id,1076.0,10.528833
11665,ActionComedyThriller,Get Smart,en,1072.0,11.35779
942,ActionAdventureComedyCrimeThriller,Lethal Weapon 2,en,1066.0,12.834276
27582,ActionThrillerCrime,The Mechanic,en,1066.0,9.832342
9313,ActionAdventureDrama,The Man in the Iron Mask,en,1052.0,7.960605
1924,ActionAdventureFantasyScience Fiction,Superman,en,1042.0,15.460102
8487,ActionAdventureComedyScience FictionWestern,Wild Wild West,en,1042.0,9.887602000000001
7555,ActionThriller,Rambo,en,1009.0,9.915560000000001
90,ActionComedyCrime,Beverly Hills Cop,en,985.0,8.503483000000001
396535,ActionHorrorThriller,Train to Busan,ko,984.0,22.685169000000002
1620,ActionCrimeDramaThriller,Hitman,en,982.0,13.765241
1669,ActionAdventureThriller,The Hunt for Red October,en,971.0,15.91126
664,ActionAdventureDrama,Twister,en,966.0,8.739144
300671,ActionDramaHistoryThrillerWar,13 Hours: The Secret Soldiers of Benghazi,en,963.0,18.022579
9705,ActionCrimeThriller,Swordfish,en,946.0,9.646208
59108,ActionComedy,Tower Heist,en,945.0,7.762917
2164,ActionAdventureScience Fiction,Stargate,en,942.0,13.328923999999999
49527,ActionThrillerCrime,Man on a Ledge,en,936.0,10.528172999999999
9471,ActionAdventureComedy,Charlie's Angels: Full Throttle,en,930.0,7.821116
12113,ActionDramaThriller,Body of Lies,en,919.0,12.886125
1656,ActionAdventure,The Legend of Zorro,en,909.0,8.940007000000001
5236,ActionComedyCrimeMystery,Kiss Kiss Bang Bang,en,900.0,11.760539999999999
204082,ActionThriller,Homefront,en,898.0,9.896704
192102,ActionDramaThrillerCrime,3 Days to Kill,en,896.0,17.861119
10054,ActionComedyFamilyAdventure,Spy Kids,en,893.0,9.576744999999999
346,ActionDrama,Seven Samurai,ja,892.0,15.01777
1369,ActionAdventureThrillerWar,Rambo: First Blood Part II,en,884.0,11.924462
9362,ActionHorror,Tremors,en,882.0,15.750026
1738,ActionScience FictionThriller,Next,en,880.0,9.41746
15092,ActionThrillerCrime,Crank: High Voltage,en,878.0,10.044642
27573,Action,The Bounty Hunter,en,878.0,6.715263
8656,ActionDramaRomance,Deep Impact,en,870.0,11.644633
168530,ActionComedy,Ride Along,en,867.0,9.895752
10022,ActionComedyDramaFamilyThriller,The Pacifier,en,865.0,7.81645
1089,ActionThrillerCrime,Point Break,en,861.0,11.453092999999999
9772,ActionThriller,Air Force One,en,859.0,12.173291
9323,ActionAnimationScience Fiction,Ghost in the Shell,ja,854.0,10.686166
13809,ActionCrimeThriller,RockNRolla,en,851.0,7.263988
8374,ActionThrillerCrime,The Boondock Saints,en,848.0,12.457908
62835,ActionThrillerCrimeDrama,Colombiana,en,848.0,8.062578
9470,ActionComedyCrimeFantasy,Kung Fu Hustle,cn,841.0,8.636632
314,ActionCrime,Catwoman,en,833.0,13.340272
180299,ActionCrimeThriller,The Raid 2,id,832.0,8.434884
216282,ActionThriller,Into the Storm,en,829.0,9.092925
146198,ActionThriller,Triple 9,en,812.0,12.892503999999999
72387,ActionCrimeThriller,Safe,en,808.0,8.234382
14560,ActionAdventureComedyFamily,Paul Blart: Mall Cop,en,807.0,13.003122
6075,ActionCrimeDramaThriller,Carlito's Way,en,805.0,8.698509
9334,ActionFantasyAdventure,The Scorpion King,en,802.0,9.488116999999999
5174,ActionComedyCrimeThriller,Rush Hour 3,en,801.0,9.718111
192141,ActionThriller,No Escape,en,798.0,14.132620000000001
257088,ActionCrimeThriller,Point Break,en,795.0,7.291872
267193,ActionComedy,Grimsby,en,794.0,13.912531
4512,ActionDramaWestern,The Assassination of Jesse James by the Coward Robert Ford,en,792.0,10.111313
37821,ActionComedyThrillerRomance,Killers,en,792.0,6.540621
7220,ActionCrimeDrama,The Punisher,en,786.0,18.250919
19898,ActionHorrorMysteryScience FictionThriller,Pandorum,en,783.0,10.391425
944,ActionAdventureComedyCrimeThriller,Lethal Weapon 4,en,782.0,14.470551
325348,ActionAdventureScience Fiction,Hardcore Henry,en,780.0,14.544851999999999
9257,ActionThrillerCrime,S.W.A.T.,en,780.0,13.334952
18501,ActionThrillerScience Fiction,Gamer,en,778.0,9.730681
657,ActionThrillerAdventure,From Russia with Love,en,773.0,12.536729
9355,ActionAdventureScience Fiction,Mad Max Beyond Thunderdome,en,765.0,12.689648
319,ActionThrillerCrimeRomance,True Romance,en,762.0,17.189328
251516,ActionComedyScience FictionFantasy,Kung Fury,en,762.0,7.741142999999999
10999,ActionAdventureThriller,Commando,en,753.0,10.193652
341013,ActionThriller,Atomic Blonde,en,748.0,14.455104
59678,ActionComedyScience Fiction,Attack the Block,en,748.0,9.93263
9361,ActionAdventureDramaHistoryRomanceWar,The Last of the Mohicans,en,747.0,15.228794
6978,ActionAdventureComedyFantasy,Big Trouble in Little China,en,727.0,11.109932
331214,ActionDramaWar,Band of Brothers,en,725.0,7.903731
81796,ActionThrillerScience Fiction,Lockout,en,722.0,8.772263
8202,ActionScience Fiction,Æon Flux,en,717.0,12.201912
865,ActionScience Fiction,The Running Man,en,713.0,9.389975999999999
38321,ActionScience FictionFantasyThrillerHorror,Priest,en,710.0,8.259952
6415,ActionAdventureComedy,Three Kings,en,709.0,12.287636000000001
6038,ActionAdventureComedyWestern,Shanghai Knights,en,707.0,7.469778
1370,ActionAdventureThrillerWar,Rambo III,en,703.0,11.624866
49021,ActionAdventureThriller,Killer Elite,en,703.0,8.046632
1574,ActionComedyCrimeDramaMusic,Chicago,en,695.0,13.325347
353491,ActionWesternScience FictionFantasyHorror,The Dark Tower,en,688.0,50.903593
154,ActionAdventureScience FictionThriller,Star Trek II: The Wrath of Khan,en,688.0,7.160236
9381,ActionAdventureScience FictionThriller,Babylon A.D.,en,687.0,9.273808
10204,ActionAdventureComedy,Around the World in 80 Days,en,687.0,7.8250720000000005
26389,ActionCrimeThriller,From Paris with Love,en,684.0,6.885592999999999
37472,ActionHistoryDrama,Ip Man 2,cn,684.0,1.9602
152747,ActionAdventureDrama,All Is Lost,en,679.0,12.74965
2207,ActionAdventureCrimeThriller,16 Blocks,en,675.0,11.887779
104,ActionDramaThriller,Run Lola Run,de,672.0,7.765378999999999
13455,Action,Push,en,671.0,11.596222000000001
8195,ActionThrillerCrimeAdventure,Ronin,en,670.0,9.672094
11199,ActionAdventureComedy,Wild Hogs,en,666.0,11.356011
665,ActionAdventureDramaHistory,Ben-Hur,en,660.0,14.319742999999999
268920,ActionComedyCrime,Hot Pursuit,en,659.0,6.90658
2330,ActionComedyCrime,Taxi,fr,653.0,7.6681490000000005
9397,ActionComedyScience Fiction,Evolution,en,650.0,5.395127
9383,ActionScience FictionThriller,Hollow Man,en,645.0,7.912103
8536,ActionAdventureFantasyScience Fiction,Superman II,en,642.0,10.301621
106747,ActionCrimeThriller,Machete Kills,en,642.0,9.251084
11969,ActionAdventureDramaHistoryWestern,Tombstone,en,632.0,11.338194
984,ActionCrimeThriller,Dirty Harry,en,630.0,10.255315
254473,ActionCrimeDrama,Brick Mansions,en,628.0,7.482958999999999
96,ActionComedyCrime,Beverly Hills Cop II,en,627.0,9.200336
31867,ActionScience FictionThrillerCrime,Repo Men,en,627.0,7.502967
13051,Action,Max Payne,en,625.0,10.08043
387,ActionDramaHistoryWarAdventure,Das Boot,de,623.0,8.80338
8292,ActionCrime,Four Brothers,en,617.0,6.8410899999999994
8914,ActionScience FictionThriller,Deep Blue Sea,en,616.0,7.493614999999999
331313,ActionComedy,Keeping Up with the Joneses,en,608.0,9.48515
1428,Action,Once Upon a Time in Mexico,en,605.0,8.843364999999999
9350,ActionAdventureThriller,Cliffhanger,en,600.0,9.830853
213681,ActionComedyCrime,Masterminds,en,600.0,9.434588
314095,ActionAdventureDramaHistory,The Lost City of Z,en,598.0,21.791110999999997
300673,ActionDramaHistoryThriller,The Finest Hours,en,597.0,10.385757
9620,ActionAdventureMysteryScience FictionThriller,Paycheck,en,594.0,12.571789
9631,ActionAdventureCrimeDramaMysteryThriller,The Negotiator,en,593.0,7.6550199999999995
1535,ActionCrimeThriller,Spy Game,en,592.0,18.186839000000003
9947,ActionFantasy,Elektra,en,590.0,13.802674
4141,ActionThrillerComedyCrime,Shoot 'Em Up,en,589.0,7.259086
9595,ActionComedyWar,Hot Shots!,en,588.0,11.026793
136418,ActionThriller,Hummingbird,en,587.0,8.801032000000001
9567,ActionDramaWar,Tears of the Sun,en,582.0,10.614987
13813,ActionDramaHistoryWar,Defiance,en,580.0,13.990891
9955,ActionComedyDrama,Blades of Glory,en,578.0,5.956794
256961,ActionComedyFamily,Paul Blart: Mall Cop 2,en,576.0,17.02038
841,ActionScience FictionAdventure,Dune,en,576.0,9.261189
364433,ActionDramaComedyThrillerScience Fiction,They Call Me Jeeg Robot,it,575.0,10.649494
10045,ActionThrillerScience Fiction,District B13,fr,572.0,7.594102
12096,ActionComedyCrimeMysteryFamily,The Pink Panther,en,570.0,10.520501
323675,ActionComedy,Ride Along 2,en,567.0,9.420931
302156,Action,Criminal,en,566.0,10.038581
11679,ActionAdventureCrimeDramaMysteryThriller,xXx: State of the Union,en,565.0,19.144610999999998
10679,ActionComedyScience Fiction,Iron Sky,en,563.0,19.561767
8337,ActionHorrorScience FictionThriller,They Live,en,562.0,11.292364
144336,ActionDramaThrillerCrime,Sabotage,en,560.0,6.966505000000001
9316,ActionThriller,Ong-Bak: The Thai Warrior,th,556.0,7.89916
1251,ActionAdventureDramaWar,Letters from Iwo Jima,en,553.0,11.649588
9268,ActionDramaMysteryThriller,Eraser,en,553.0,6.919314
698,ActionAdventureThrillerScience Fiction,Moonraker,en,551.0,10.576273
9759,ActionAdventureCrimeThriller,Cellular,en,548.0,5.9188160000000005
1647,ActionThriller,The Recruit,en,545.0,11.485472999999999
80389,ActionThrillerCrimeDrama,Get the Gringo,en,544.0,6.195103
188207,ActionAdventure,The Legend of Hercules,en,542.0,6.599539
667,ActionThrillerAdventure,You Only Live Twice,en,541.0,10.359669
