id,genres,title,original_language,vote_count,popularity
73861,HorrorCrimeThriller,A Serbian Film,sr,408.0,10.431742
10294,HorrorThriller,Vacancy,en,406.0,7.712308999999999
11906,Horror,Suspiria,it,396.0,10.050219
11683,Horror,Land of the Dead,en,395.0,9.478117
8769,Horror,Christine,en,392.0,7.106757000000001
23202,HorrorThriller,Trick 'r Treat,en,389.0,10.304654
10776,HorrorComedyMusic,Little Shop of Horrors,en,389.0,7.409178999999999
763,HorrorComedy,Braindead,en,388.0,13.645567999999999
3600,HorrorMysteryThriller,I Still Know What You Did Last Summer,en,381.0,11.023042
368031,HorrorThriller,Friend Request,en,376.0,14.282584
11618,HorrorThrillerFantasyMystery,The Haunting,en,374.0,8.967638
13788,HorrorThrillerMystery,The Unborn,en,373.0,7.108555
112454,Horror,Clown,en,372.0,6.428814
293970,HorrorComedy,The Final Girls,en,371.0,6.679341
11281,HorrorThriller,Halloween II,en,370.0,13.501144
299245,HorrorThriller,The Gallows,en,370.0,7.51505
10014,Horror,A Nightmare on Elm Street Part 2: Freddy's Revenge,en,367.0,8.668146
11932,HorrorComedy,Bride of Chucky,en,366.0,13.018491000000001
282813,Horror,The Pyramid,en,365.0,9.312354
21407,HorrorThriller,The Collector,en,365.0,6.727803999999999
10072,HorrorThriller,A Nightmare on Elm Street 3: Dream Warriors,en,363.0,10.035081
253306,HorrorComedyThriller,Housebound,en,362.0,5.343018
80280,Horror,[REC]³ Genesis,es,360.0,5.3350029999999995
50357,HorrorThrillerScience Fiction,Apollo 18,en,359.0,10.711742
418078,HorrorMysteryThriller,It Comes at Night,en,357.0,20.504587
155084,HorrorThriller,13 Sins,en,355.0,9.067788
9793,HorrorThriller,The Hills Have Eyes 2,en,355.0,5.559312
13812,HorrorScience FictionThriller,Quarantine,en,343.0,6.140116
335866,HorrorScience Fiction,Circle,en,342.0,6.735649
86597,HorrorMysteryThriller,The Tall Man,en,339.0,7.96508
11601,HorrorMysteryThriller,Stir of Echoes,en,334.0,5.875605999999999
45657,HorrorThriller,The Ward,en,334.0,5.727987000000001
11547,Horror,Cabin Fever,en,332.0,6.4666879999999995
38358,HorrorDramaThriller,The Last Exorcism,en,330.0,6.3971089999999995
297608,HorrorMysteryThriller,The Taking of Deborah Logan,en,327.0,5.418357
40264,HorrorComedy,Vampires Suck,en,326.0,8.129407
635,HorrorMysteryThriller,Angel Heart,en,326.0,7.290872
168098,HorrorScience FictionThriller,Cell,en,325.0,10.752519
103620,Horror,Maniac,en,322.0,8.804658
9725,HorrorThriller,Friday the 13th Part 2,en,321.0,8.710824
48572,HorrorActionThriller,Red State,en,321.0,6.340655
11336,HorrorScience FictionThriller,The Dead Zone,en,320.0,11.194448
71668,HorrorThrillerComedy,Piranha 3DD,en,319.0,5.6152050000000004
790,Horror,The Fog,en,318.0,9.194572
14451,HorrorComedy,Dead Snow,no,313.0,7.9747259999999995
16307,HorrorMusicMysteryThriller,The Wicker Man,en,313.0,7.2069410000000005
2662,Horror,House of 1000 Corpses,en,310.0,11.00913
2671,HorrorThriller,Ringu,ja,310.0,6.4861260000000005
2654,HorrorMysteryThriller,In the Mouth of Madness,en,307.0,8.497643
11675,HorrorThriller,Halloween: H20,en,306.0,8.619067999999999
11351,HorrorThriller,Jeepers Creepers 2,en,304.0,14.786032
159117,HorrorThriller,V/H/S/2,en,300.0,10.714779
11470,HorrorScience Fiction,Jason X,en,298.0,7.793873
11596,HorrorThrillerMysteryFantasy,New Nightmare,en,297.0,9.860522
134597,HorrorThriller,The Collection,en,294.0,8.031713
9877,HorrorThriller,Urban Legend,en,293.0,6.0814010000000005
2046,HorrorDramaThrillerMystery,The Gift,en,288.0,7.886926
9885,HorrorThriller,Wolf Creek,en,288.0,7.483385
1975,HorrorThriller,The Grudge 2,en,288.0,6.768803999999999
10131,HorrorThriller,A Nightmare on Elm Street 4: The Dream Master,en,287.0,8.120317
11284,HorrorThrillerComedy,Freddy's Dead: The Final Nightmare,en,280.0,11.560358
11797,Horror,Fright Night,en,279.0,7.472509
10226,HorrorThrillerMystery,High Tension,fr,279.0,5.460821
11549,HorrorScience Fiction,Invasion of the Body Snatchers,en,277.0,6.135431
8408,HorrorScience Fiction,Day of the Dead,en,276.0,8.801822
13186,HorrorThriller,Wrong Turn 2: Dead End,en,275.0,16.34615
24150,Horror,Halloween II,en,273.0,7.490807000000001
71670,Horror,Hostel: Part III,en,273.0,7.1304110000000005
10053,HorrorThriller,When a Stranger Calls,en,273.0,5.149058
292280,HorrorThriller,The Bye Bye Man,en,262.0,19.225832
254191,Horror,Honeymoon,en,261.0,6.107378
252171,HorrorRomance,A Girl Walks Home Alone at Night,en,258.0,6.039895
75761,HorrorComedy,John Dies at the End,en,257.0,9.143819
293670,HorrorMystery,The Wailing,ko,257.0,8.141819
9728,HorrorThriller,Friday the 13th Part III,en,257.0,7.99229
10972,HorrorMystery,Session 9,en,255.0,14.242234
138,Horror,Dracula,en,254.0,7.503125999999999
193612,Horror,The Quiet Ones,en,253.0,6.322844
9825,HorrorComedyActionScience FictionThriller,Lake Placid,en,251.0,13.787107999999998
134366,Horror,Grave Encounters 2,en,251.0,9.021941
10160,HorrorThriller,A Nightmare on Elm Street 5: The Dream Child,en,251.0,7.534739
215830,HorrorThrillerMystery,Open Grave,en,250.0,5.72991
1730,HorrorDramaMysteryThriller,INLAND EMPIRE,en,249.0,6.610774
9538,HorrorScience FictionThriller,Scanners,en,248.0,10.574038999999999
10307,Horror,Stigmata,en,248.0,9.304144
104755,HorrorThriller,The Lords of Salem,en,244.0,9.981121
9730,HorrorThriller,Friday the 13th: The Final Chapter,en,241.0,10.175913000000001
20126,HorrorMysteryThriller,Deep Red,it,237.0,8.543908
123105,HorrorScience FictionThriller,The Bay,en,237.0,6.770051
11252,HorrorMysteryThriller,Psycho,en,233.0,6.715897999999999
10676,HorrorMysteryScience Fiction,Halloween III: Season of the Witch,en,232.0,6.066618
11850,HorrorMysteryScience FictionThriller,Invasion of the Body Snatchers,en,231.0,5.219641
11442,HorrorThriller,Halloween: Resurrection,en,230.0,8.502529
16281,HorrorComedyFantasy,Creepshow,en,228.0,10.434018
23823,HorrorThriller,Wrong Turn 3: Left for Dead,en,227.0,12.257121000000001
11880,HorrorActionThriller,Dog Soldiers,en,227.0,10.073784
9064,HorrorThriller,Hellbound: Hellraiser II,en,227.0,8.541732000000001
125509,HorrorThriller,Wrong Turn 5: Bloodlines,en,225.0,10.556938
58428,HorrorThriller,The Innkeepers,en,223.0,8.560725999999999
71672,HorrorThriller,Wrong Turn 4: Bloody Beginnings,en,221.0,10.039999
10225,HorrorMysteryThriller,Friday the 13th Part VI: Jason Lives,en,219.0,8.122042
79316,Horror,Devil's Due,en,218.0,10.591125
74725,HorrorThrillerCrime,Kill List,en,214.0,15.014569
52274,HorrorThriller,Julia's Eyes,es,214.0,5.020398
41505,HorrorMysteryThriller,Shelter,en,213.0,11.634377
13220,HorrorThriller,Splinter,en,213.0,7.498032000000001
254474,HorrorActionComedy,Zombeavers,en,213.0,5.599039
11357,HorrorThriller,Halloween 4: The Return of Michael Myers,en,212.0,6.199806
11377,HorrorMysteryThriller,House on Haunted Hill,en,211.0,10.187278
9022,HorrorMysteryThriller,All the Boys Love Mandy Lane,en,211.0,9.935837
166271,HorrorMysteryThriller,Haunter,en,211.0,8.753381
210947,HorrorThriller,Afflicted,en,210.0,8.932319999999999
11069,HorrorActionComedyScience Fiction,Tremors 2: Aftershocks,en,209.0,9.877868
229,HorrorScience Fiction,Bride of Frankenstein,en,208.0,7.000417
46420,Horror,The Loved Ones,en,208.0,5.624576
290637,HorrorThriller,Pay the Ghost,en,204.0,7.935683
146203,HorrorThriller,The Last Exorcism Part II,en,204.0,5.874458
3603,HorrorComedy,Black Sheep,en,201.0,7.434577
357096,HorrorThriller,I Spit on Your Grave III: Vengeance is Mine,en,200.0,21.505988000000002
9731,HorrorThriller,Friday the 13th: A New Beginning,en,200.0,9.094477000000001
241842,HorrorActionComedy,Dead Snow 2: Red vs. Dead,no,199.0,10.287127
11838,Horror,Ju-on: The Grudge,ja,199.0,7.614692
19185,Horror,Night of the Living Dead,en,198.0,10.644165
38541,HorrorScience FictionDrama,The Divide,en,198.0,7.4066089999999996
10163,HorrorThrillerScience Fiction,The Lawnmower Man,en,198.0,6.685948
9796,HorrorThriller,Turistas,en,197.0,11.951258000000001
10281,HorrorThriller,Friday the 13th Part VII: The New Blood,en,196.0,7.909022
89691,HorrorThriller,ATM,en,195.0,8.950643
13025,HorrorActionScience Fiction,Diary of the Dead,en,194.0,12.001324
111440,HorrorMysteryThriller,The Pact,en,194.0,10.403371
10283,HorrorThriller,Friday the 13th Part VIII: Jason Takes Manhattan,en,194.0,7.743144
10489,HorrorThriller,Cujo,en,194.0,7.065625999999999
353979,HorrorThriller,Pet,en,193.0,9.030904
284564,HorrorThriller,31,en,193.0,6.636625
8852,Horror,Prince of Darkness,en,192.0,8.587231
791,HorrorThriller,The Fog,en,191.0,9.929808999999999
291272,Horror,We Are Still Here,en,191.0,8.100029
11026,HorrorMysteryThriller,Exorcist: The Beginning,en,189.0,13.02369
9599,HorrorScience Fiction,The Blob,en,187.0,10.874079
11361,HorrorThriller,Halloween 5: The Revenge of Michael Myers,en,187.0,6.585405000000001
23963,HorrorMysteryScience Fiction,Pontypool,en,187.0,6.407207
24056,HorrorActionThriller,The Tournament,en,186.0,8.904174000000001
241855,HorrorRomanceScience Fiction,Spring,en,186.0,6.976514
10885,HorrorMysteryThriller,Shutter,en,184.0,5.233421
265016,HorrorScience Fiction,Extraterrestrial,en,183.0,10.457657000000001
295830,HorrorFantasyDramaActionScience Fiction,Attack on Titan,ja,183.0,8.118506
11482,HorrorThrillerFantasy,The Tenant,fr,181.0,6.583984
26688,HorrorMysteryThriller,Sorority Row,en,179.0,5.010852
150202,HorrorDramaThriller,The Haunting in Connecticut 2: Ghosts of Georgia,en,177.0,8.612960000000001
87436,Horror,The ABCs of Death,en,175.0,5.8393239999999995
6933,HorrorMysteryThriller,One Missed Call,en,174.0,11.104479
10987,HorrorThriller,Halloween: The Curse of Michael Myers,en,173.0,8.768288
123109,HorrorThriller,No One Lives,en,173.0,7.202832000000001
290999,Horror,Wyrmwood: Road Of The Dead,en,173.0,6.635569
11133,HorrorThriller,Poltergeist II: The Other Side,en,172.0,6.701138
19904,HorrorThrillerMystery,The Stepfather,en,172.0,6.164529
8974,HorrorScience FictionThriller,The War of the Worlds,en,172.0,5.609399
259072,Horror,Wrong Turn 6: Last Resort,en,171.0,7.445236
5072,HorrorComedyThriller,Severance,en,169.0,9.632547
10012,HorrorComedy,Cursed,en,168.0,8.949722
126277,HorrorThriller,American Mary,en,167.0,9.912269
12526,HorrorThriller,Bug,en,167.0,5.911303
9638,HorrorScience Fiction,Phantasm,en,166.0,6.609336
9299,HorrorThriller,Thesis,es,165.0,7.110912
63207,HorrorThrillerDrama,Intruders,en,164.0,9.734012
267806,HorrorThriller,V/H/S: Viral,en,164.0,8.918611
257345,HorrorThriller,The Darkness,en,162.0,12.187189
13474,HorrorThriller,P2,en,162.0,9.276709
11569,HorrorThrillerWar,Hellraiser III: Hell on Earth,en,160.0,6.546551
11033,HorrorMysteryThriller,Dressed to Kill,en,159.0,9.3806
10344,HorrorScience FictionThriller,The Fly II,en,159.0,9.207436
94365,Horror,The Human Centipede 3 (Final Sequence),en,159.0,5.3609480000000005
301728,HorrorScience FictionThriller,Infini,en,157.0,12.592801
57876,HorrorThrillerScience Fiction,Area 51,en,157.0,6.055594
10069,HorrorThriller,Stay Alive,en,157.0,4.854551
199534,HorrorThriller,Wolf Creek 2,en,156.0,6.842107
296065,HorrorThriller,Last Shift,en,156.0,5.347371
9102,HorrorScience Fiction,Screamers,en,154.0,12.758848
9682,HorrorThriller,Pulse,en,154.0,10.307277000000001
9406,HorrorComedy,An American Werewolf in Paris,en,154.0,7.145784
375012,Horror,Under the Shadow,en,153.0,5.841
13312,Horror,Inside,fr,152.0,8.159445
9423,HorrorActionScience Fiction,Virus,en,151.0,7.116536999999999
10787,HorrorScience Fiction,The Invisible Man,en,151.0,5.1929050000000005
84194,Horror,Excision,en,148.0,12.493245
11167,HorrorThriller,Peeping Tom,en,148.0,7.2295869999999995
8851,HorrorScience Fiction,The Blob,en,147.0,7.079055
13509,HorrorComedyActionFantasyScience Fiction,The Monster Squad,en,146.0,7.075533999999999
10007,HorrorThriller,See No Evil,en,146.0,5.659608
29161,HorrorThriller,Phenomena,en,146.0,5.621519
12262,Horror,The Hills Have Eyes,en,145.0,4.788002
13550,HorrorThriller,The Changeling,en,144.0,5.821597
293771,HorrorScience Fiction,Dead Rising: Watchtower,en,143.0,9.559969
10008,HorrorThriller,An American Haunting,en,143.0,5.026855
299551,Horror,The Atticus Institute,en,143.0,4.551561
241258,HorrorThriller,Incarnate,en,142.0,15.909181
15516,HorrorThriller,The Last House on the Left,en,142.0,9.640939
16337,Horror,The Texas Chainsaw Massacre 2,en,142.0,9.501011
10785,HorrorScience Fiction,The Thing from Another World,en,142.0,5.466036
25239,HorrorThriller,I Spit on Your Grave,en,140.0,12.412877
79694,HorrorThriller,The Apparition,en,140.0,7.683008
204349,HorrorThriller,Contracted,en,140.0,7.220003
265010,HorrorMysteryThriller,The Canal,en,139.0,12.352907
211067,HorrorMysteryThriller,The Sacrament,en,139.0,5.350658
28942,HorrorScience FictionThriller,The Brood,en,138.0,9.445978
11586,HorrorThrillerFantasy,Exorcist II: The Heretic,en,137.0,8.266983999999999
11348,HorrorThriller,Fragile,en,137.0,4.641868
420245,Horror,Don't Knock Twice,en,136.0,11.359142
8555,HorrorThrillerMystery,Creep,en,136.0,5.604026
15206,Horror,The Mother of Tears,it,135.0,34.145916
65055,HorrorThriller,Shark Night,en,134.0,6.062425
16288,Horror,Creepshow 2,en,133.0,9.330086999999999
301846,Horror,Howl,en,133.0,6.844863
16938,HorrorMysteryThriller,Black Christmas,en,133.0,5.310614
12205,HorrorThriller,Dark Water,ja,132.0,8.82953
332704,HorrorMystery,Backtrack,en,131.0,6.727871
68684,HorrorComedyScience Fiction,Detention,en,130.0,7.74967
11015,HorrorMysteryThriller,The Relic,en,130.0,7.699967
7219,Horror,Zombie Flesh Eaters,it,130.0,6.798595
272692,Horror,The Possession of Michael King,en,129.0,3.964299
254194,Horror,Starry Eyes,en,128.0,10.926642
10576,HorrorMysteryThriller,Psycho II,en,128.0,6.370495
27429,HorrorScience Fiction,Shivers,en,127.0,11.540666
10092,HorrorThriller,Cry_Wolf,en,127.0,9.454335
10306,HorrorThriller,Poltergeist III,en,127.0,7.9776929999999995
16372,Horror,The Innocents,en,126.0,7.667964
339547,Horror,Jeruzalem,en,126.0,7.410228
18238,HorrorComedy,Lesbian Vampire Killers,en,126.0,6.52808
381034,HorrorThriller,I Am Not a Serial Killer,en,126.0,6.409123999999999
92182,HorrorMystery,Silent House,en,125.0,10.239941
10280,HorrorThriller,Thinner,en,125.0,4.856229
8740,HorrorThriller,The Vanishing,nl,124.0,11.096035
11868,Horror,Horror of Dracula,en,124.0,8.355326
13567,Horror,Sleepaway Camp,en,124.0,6.224311
210908,HorrorThrillerComedy,All Cheerleaders Die,en,124.0,6.007987
13666,HorrorDrama,The Wolf Man,en,124.0,5.386984
257087,Horror,The Veil,en,123.0,10.087242999999999
244610,HorrorThriller,The Den,en,123.0,7.752544
420648,HorrorThrillerComedy,The Bar,es,122.0,20.720113
15849,Horror,The Mummy,en,121.0,12.190044
19204,Horror,The Beyond,it,121.0,7.471402
42941,HorrorThriller,30 Days of Night: Dark Days,en,121.0,7.320221000000001
59115,HorrorMysteryScience Fiction,Quarantine 2: Terminal,en,121.0,4.520607
24831,Horror,Piranha,en,120.0,16.038604
11503,HorrorThriller,The Serpent and the Rainbow,en,120.0,7.791952
78383,HorrorThriller,Nurse 3-D,en,120.0,5.192042
9656,HorrorThriller,Black Christmas,en,119.0,7.888302
101179,HorrorThrillerMystery,Truth or Dare,en,119.0,4.711164
116979,HorrorThriller,Chained,en,119.0,4.607816000000001
29426,HorrorScience Fiction,Survival of the Dead,en,118.0,9.159799000000001
46221,HorrorThrillerMystery,The Tunnel,en,117.0,4.863972
16342,HorrorMysteryThriller,The Children,en,116.0,7.320166
17898,Horror,Silver Bullet,en,116.0,5.852908
306964,Horror,Tales of Halloween,en,115.0,5.784778
11654,HorrorThrillerRomance,The Hunger,en,114.0,13.235179
354216,Horror,The Devil's Candy,en,114.0,9.968649000000001
11056,Horror,Darkness,en,114.0,5.975404
10984,HorrorThriller,Valentine,en,114.0,5.367306
10351,Horror,Wishmaster,en,114.0,5.215107
298584,Horror,Cabin Fever,en,113.0,4.931373000000001
16395,HorrorThriller,Inferno,en,113.0,4.783203
14029,Horror,Demons,fr,112.0,11.477701
11206,HorrorCrimeThriller,Wait Until Dark,en,112.0,6.216637
10900,HorrorThrillerMystery,Surveillance,en,111.0,6.804406
24740,HorrorMysteryThriller,The Entity,en,111.0,6.302682
692,HorrorComedyCrime,Pink Flamingos,en,111.0,5.738871
8766,HorrorThrillerScience Fiction,Hellraiser: Bloodline,en,111.0,5.263187
9827,HorrorScience FictionThriller,Phantoms,en,110.0,10.754614
123103,HorrorThriller,Aftershock,es,110.0,8.367858
46441,HorrorMysteryThriller,Mirrors 2,en,110.0,5.936241000000001
41428,HorrorScience Fiction,Tetsuo: The Iron Man,ja,110.0,5.456818
10384,HorrorScience FictionThriller,Supernova,en,109.0,5.496624
119278,Horror,Smiley,en,109.0,4.871071
37534,HorrorThriller,The New Daughter,en,109.0,4.818626999999999
10389,Horror,The Eye,cn,108.0,4.827322000000001
407559,HorrorThriller,I Am the Pretty Thing That Lives in the House,en,108.0,4.583609
29702,HorrorMysteryThriller,Tenebre,en,107.0,13.925957999999998
10906,Horror,Pet Sematary II,en,107.0,6.8234449999999995
13613,HorrorActionThriller,Day of the Dead,en,107.0,6.477482
116811,HorrorDramaThriller,Berberian Sound Studio,en,107.0,5.532455000000001
