id,genres,title,original_language,vote_count,popularity,overview,tagline,runtime,vote_average
77338,DramaComedy,The Intouchables,fr,5410,16.086919,A true story of two men who should never have met ? a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,Sometimes you have to reach into someone else's world to find out what's missing in your own.,112,8.2
857,DramaHistoryWar,Saving Private Ryan,en,5148,21.758054,As U.S. troops storm the beaches of Normandy  three brothers lie dead on the battlefield  with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.,The mission is a man.,169,7.9
6479,DramaHorrorActionThrillerScience Fiction,I Am Legend,en,4977,11.379355,Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune  Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years  Neville has faithfully sent out daily radio messages  desperate to find any other survivors who might be out there. But he is not alone.,The last man on Earth is not alone,101,6.9
264660,DramaScience Fiction,Ex Machina,en,4862,14.14078,Caleb  a 26 year old coder at the world's largest internet company  wins a competition to spend a week at a private mountain retreat belonging to Nathan  the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence  housed in the body of a beautiful robot girl.,There is nothing more human than the will to survive,108,7.6
82693,DramaComedyRomance,Silver Linings Playbook,en,4840,14.488111,After spending eight months in a mental institution  a former teacher moves back in with his parents and tries to reconcile with his ex-wife.,Watch For The Signs,122,7
194662,DramaComedy,Birdman,en,4657,18.193263,A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches  his attempts to become more altruistic  rebuild his career  and reconnect with friends and family prove more difficult than expected.,or (The Unexpected Virtue of Ignorance),119,7.4
44214,DramaThriller,Black Swan,en,4562,12.989056,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile  the Black Swan.",In the era of personal branding  the scariest possibility is that someone might be better at being you than you are.,108,7.3
1124,DramaMysteryThriller,The Prestige,en,4510,16.94556,A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession  deceit and jealousy with dangerous and deadly consequences.,Are You Watching Closely?,130,8
1422,DramaThrillerCrime,The Departed,en,4455,18.515448,To take down South Boston's Irish Mafia  the police send in one of their own to infiltrate the underworld  not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin  a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.,Lies. Betrayal. Sacrifice. How far will you take it?,151,7.9
424,DramaHistoryWar,Schindler's List,en,4436,41.725123,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,Whoever saves one life  saves the world entire.,195,8.3
244786,Drama,Whiplash,en,4376,64.29999,Under the direction of a ruthless instructor  a talented young drummer begins to pursue perfection at any cost  even his humanity.,The road to greatness can take you to the edge.,105,8.3
