id,genres,title,original_language,vote_count,popularity,overview,tagline,runtime,vote_average
140607,ActionAdventureScience FictionFantasy,Star Wars_ The Force Awakens,en,7993,31.626013,Thirty years after defeating the Galactic Empire  Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.,Every generation has a story.,136,7.5
37724,ActionAdventureThriller,Skyfall,en,7718,20.309585,When Bond's latest assignment goes gravely wrong and agents around the world are exposed  MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory  the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out  M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent  Eve - following a trail to the mysterious Silva  whose lethal and hidden motives have yet to reveal themselves.,Think on your sins.,143,6.9
297761,ActionAdventureCrimeFantasyScience Fiction,Suicide Squad,en,7717,42.965027,From DC Comics comes the Suicide Squad  an antihero team of incarcerated supervillains who act as deniable assets for the United States government  undertaking high-risk black ops missions in exchange for commuted prison sentences.,Worst Heroes Ever,123,5.9
272,ActionCrimeDrama,Batman Begins,en,7511,28.505341,Driven by tragedy  billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home  Gotham City.  Unable to work within the system  he instead creates a new identity  a symbol of fear for the criminal underworld - The Batman.,Evil fears the knight.,140,7.5
209112,ActionAdventureFantasy,Batman v Superman_ Dawn of Justice,en,7189,31.435879,Fearing the actions of a god-like Super Hero left unchecked  Gotham City?�s own formidable  forceful vigilante takes on Metropolis?�s most revered  modern-day savior  while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another  a new threat quickly arises  putting mankind in greater danger than it?�s ever known before.,Justice or revenge,151,5.7
1771,ActionAdventureScience Fiction,Captain America_ The First Avenger,en,7174,19.323582,Predominantly set during World War II  Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull ? Adolf Hitler's ruthless head of weaponry  and the leader of an organization that intends to use a mysterious device of untold powers for world domination.,When patriots become heroes,124,6.6
99861,ActionAdventureScience Fiction,Avengers_ Age of Ultron,en,6908,37.37942,When Tony Stark tries to jumpstart a dormant peacekeeping program  things go awry and Earth?�s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges  it is up to The Avengers to stop him from enacting his terrible plans  and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.,A New Age Has Come.,141,7.3
1930,ActionAdventureFantasy,The Amazing Spider-Man,en,6734,31.102267,Peter Parker is an outcast high schooler abandoned by his parents as a boy  leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers  Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father  he begins a quest to understand his parents' disappearance ? leading him directly to Oscorp and the lab of Dr. Curt Connors  his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego  The Lizard  Peter will make life-altering choices to use his powers and shape his destiny to become a hero.,The untold story begins.,136,6.5
49521,ActionAdventureFantasyScience Fiction,Man of Steel,en,6462,18.538834,A young boy learns that he has extraordinary powers and is not of this earth. As a young man  he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.,You will believe that a man can fly.,143,6.5
263115,ActionDramaScience Fiction,Logan,en,6310,54.581997,In the near future  a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives  pursued by dark forces.,His time has come,137,7.6
127585,ActionAdventureFantasyScience Fiction,X-Men_ Days of Future Past,en,6155,26.058586,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past ? to save our future.,To save the future  they must alter the past,131,7.5
