id,genres,title,original_language,vote_count,popularity
84892,DramaRomance,The Perks of Being a Wallflower,en,3056.0,12.775679
83542,DramaScience Fiction,Cloud Atlas,en,3031.0,13.494245999999999
510,Drama,One Flew Over the Cuckoo's Nest,en,3001.0,35.529554
152532,DramaHistory,Dallas Buyers Club,en,2973.0,14.785719
12405,DramaRomance,Slumdog Millionaire,en,2918.0,11.258181
489,Drama,Good Will Hunting,en,2880.0,15.064832999999998
168672,DramaCrime,American Hustle,en,2868.0,16.478036
264644,DramaThriller,Room,en,2838.0,12.443291
45269,DramaHistory,The King's Speech,en,2817.0,11.260387
207,Drama,Dead Poets Society,en,2786.0,19.905716
314365,DramaThrillerHistory,Spotlight,en,2751.0,14.63239
627,DramaCrime,Trainspotting,en,2737.0,19.348466000000002
296096,DramaRomance,Me Before You,en,2674.0,34.347590000000004
1402,Drama,The Pursuit of Happyness,en,2607.0,20.981716
600,DramaWar,Full Metal Jacket,en,2595.0,13.941479999999999
70,Drama,Million Dollar Baby,en,2519.0,14.471373000000002
87502,Drama,Flight,en,2449.0,10.973822
86834,DramaAdventure,Noah,en,2408.0,14.924487
539,DramaHorrorThriller,Psycho,en,2405.0,36.826309
1372,DramaThrillerAction,Blood Diamond,en,2344.0,12.477872
341174,DramaRomance,Fifty Shades Darker,en,2341.0,29.130443
96721,DramaAction,Rush,en,2310.0,10.63552
381284,Drama,Hidden Figures,en,2178.0,16.816834
389,Drama,12 Angry Men,en,2130.0,16.503959
9693,DramaActionThrillerScience Fiction,Children of Men,en,2120.0,14.114606
28,DramaWar,Apocalypse Now,en,2112.0,13.5963
363676,DramaHistory,Sully,en,2106.0,18.275689
11321,Drama,Seven Pounds,en,2092.0,21.708267000000003
9552,DramaHorrorThriller,The Exorcist,en,2046.0,12.137595
644,DramaScience FictionAdventure,A.I. Artificial Intelligence,en,2011.0,13.249364000000002
85350,Drama,Boyhood,en,2008.0,6.430591000000001
670,DramaThrillerMysteryAction,Oldboy,ko,2000.0,10.616859
286565,DramaMysteryRomance,Paper Towns,en,1997.0,9.662730999999999
340666,DramaThriller,Nocturnal Animals,en,1990.0,18.908782000000002
50014,Drama,The Help,en,1966.0,7.486117999999999
3131,DramaHistoryCrime,Gangs of New York,en,1964.0,14.922398999999999
312221,Drama,Creed,en,1963.0,33.449723
616,DramaActionWarHistory,The Last Samurai,en,1946.0,19.582325
153,Drama,Lost in Translation,en,1943.0,11.609441
423,DramaWar,The Pianist,en,1927.0,14.811594
82695,DramaMusicRomance,Les Miserables,en,1925.0,13.52408
242224,DramaThrillerHorror,The Babadook,en,1890.0,8.832788
12162,DramaThrillerWar,The Hurt Locker,en,1881.0,9.403724
227156,DramaScience Fiction,The Giver,en,1859.0,12.472206
598,DramaCrime,City of God,pt,1852.0,14.959270000000002
1366,Drama,Rocky,en,1843.0,14.774066
561,DramaFantasyHorror,Constantine,en,1837.0,9.615691
376867,Drama,Moonlight,en,1831.0,14.171675
2668,DramaFantasyThrillerMystery,Sleepy Hollow,en,1774.0,11.072361
28178,DramaFamily,Hachi: A Dog's Tale,en,1769.0,8.621359
380,Drama,Rain Man,en,1762.0,11.267467
13885,DramaHorrorMusic,Sweeney Todd: The Demon Barber of Fleet Street,en,1745.0,10.038401
44264,DramaAdventureWestern,True Grit,en,1701.0,10.730765
334543,Drama,Lion,en,1699.0,17.085145
306819,Drama,The Danish Girl,en,1689.0,11.245661
97367,DramaCrime,The Place Beyond the Pines,en,1689.0,7.4926580000000005
65,Drama,8 Mile,en,1676.0,8.374355
281338,DramaScience FictionWar,War for the Planet of the Apes,en,1675.0,146.161786
568,Drama,Apollo 13,en,1637.0,18.761467
22881,Drama,The Blind Side,en,1626.0,12.753109
2675,DramaThrillerScience FictionMystery,Signs,en,1624.0,11.211568
274479,DramaComedy,Joy,en,1619.0,12.975936
321697,DramaHistory,Steve Jobs,en,1608.0,16.224866
7345,Drama,There Will Be Blood,en,1581.0,8.200627
122081,DramaCrime,Spring Breakers,en,1580.0,14.830235
1927,DramaActionScience Fiction,Hulk,en,1571.0,15.422638000000001
2649,DramaThrillerMystery,The Game,en,1556.0,14.825586999999999
345920,DramaRomance,Collateral Beauty,en,1553.0,14.575883
334541,Drama,Manchester by the Sea,en,1553.0,12.821257000000001
567,DramaMysteryThriller,Rear Window,en,1531.0,17.911314
142,DramaRomance,Brokeback Mountain,en,1531.0,11.787044
203833,Drama,The Book Thief,en,1528.0,16.373622
4982,DramaCrime,American Gangster,en,1527.0,9.644542
2567,Drama,The Aviator,en,1526.0,9.86738
22803,DramaCrimeThriller,Law Abiding Citizen,en,1522.0,16.639047
45317,Drama,The Fighter,en,1512.0,14.141836999999999
133805,DramaHorror,Carrie,en,1505.0,18.399055
296524,DramaAction,Deepwater Horizon,en,1478.0,13.1984
1538,DramaCrimeThriller,Collateral,en,1476.0,13.455112
935,DramaComedyWar,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,en,1472.0,9.803980000000001
289,DramaRomance,Casablanca,en,1462.0,13.916101000000001
227306,DramaWar,Unbroken,en,1437.0,10.543955
205587,Drama,The Judge,en,1433.0,17.887943
249164,Drama,If I Stay,en,1415.0,9.659244000000001
1813,DramaHorrorMysteryThriller,The Devil's Advocate,en,1414.0,10.920124000000001
60308,Drama,Moneyball,en,1409.0,15.785663000000001
4348,DramaRomance,Pride & Prejudice,en,1406.0,14.439082999999998
454,DramaRomance,Romeo + Juliet,en,1406.0,11.774061
8065,DramaCrime,21,en,1406.0,8.33756
277216,DramaMusic,Straight Outta Compton,en,1381.0,21.183076999999997
88,DramaMusicRomance,Dirty Dancing,en,1371.0,14.044122
64686,DramaActionAdventureFantasy,47 Ronin,en,1357.0,14.889370000000001
186,DramaThrillerCrimeMystery,Lucky Number Slevin,en,1356.0,11.15092
39538,DramaThrillerScience Fiction,Contagion,en,1351.0,8.244359
824,DramaMusicRomance,Moulin Rouge!,en,1348.0,13.691781
524,DramaCrime,Casino,en,1343.0,10.137389
686,DramaScience FictionMystery,Contact,en,1338.0,14.374866
72570,DramaRomance,The Vow,en,1328.0,9.524298
14756,DramaActionHistory,Ip Man,cn,1309.0,6.004257
22971,DramaRomanceWar,Dear John,en,1302.0,8.371478999999999
302401,DramaThriller,Snowden,en,1285.0,14.384554000000001
1907,DramaAdventureRomanceThriller,The Beach,en,1271.0,14.430310999999998
866,Drama,Finding Neverland,en,1269.0,15.529604
43347,DramaComedyRomance,Love & Other Drugs,en,1268.0,7.575696000000001
22947,DramaRomance,Up in the Air,en,1246.0,8.338562
65086,DramaHorrorThriller,The Woman in Black,en,1237.0,8.896678999999999
792,DramaWarAction,Platoon,en,1236.0,18.206972
87093,Drama,Big Eyes,en,1236.0,7.412826
167073,DramaRomance,Brooklyn,en,1235.0,7.991613
96936,DramaCrime,The Bling Ring,en,1205.0,7.913028999999999
2253,DramaThrillerHistoryWar,Valkyrie,en,1195.0,8.635464
1495,DramaActionAdventureHistoryWar,Kingdom of Heaven,en,1187.0,16.296471
115782,DramaHistory,Jobs,en,1183.0,14.294019
10545,DramaAnimationFamily,The Hunchback of Notre Dame,en,1182.0,13.553999
1640,Drama,Crash,en,1172.0,9.785147
22954,DramaHistory,Invictus,en,1150.0,9.109838
7350,DramaComedy,The Bucket List,en,1138.0,9.070642999999999
132363,Drama,The Butler,en,1134.0,11.061894
116,DramaThrillerCrimeRomance,Match Point,en,1134.0,9.020372
2024,DramaHistoryWarAction,The Patriot,en,1130.0,15.960788
284293,Drama,Still Alice,en,1126.0,8.823253
279,DramaHistoryMusic,Amadeus,en,1107.0,12.677592
311,DramaCrime,Once Upon a Time in America,en,1104.0,32.182851
1585,DramaFamilyFantasy,It's a Wonderful Life,en,1103.0,15.031588000000001
6947,DramaMysteryThriller,The Village,en,1101.0,8.172707
1903,DramaMysteryRomanceScience FictionThriller,Vanilla Sky,en,1100.0,10.071057000000001
1700,DramaThriller,Misery,en,1085.0,15.020845000000001
1164,Drama,Babel,en,1083.0,12.60853
228205,DramaRomance,The Longest Ride,en,1083.0,10.264416
103731,Drama,Mud,en,1080.0,7.8815789999999994
74643,DramaComedyRomance,The Artist,en,1075.0,11.440947999999999
4347,DramaRomance,Atonement,en,1075.0,8.913338000000001
77930,DramaComedy,Magic Mike,en,1062.0,8.732425
613,DramaHistoryWar,Downfall,de,1059.0,7.692239999999999
10200,DramaScience FictionThriller,The Day the Earth Stood Still,en,1057.0,9.265322
10229,DramaRomance,A Walk to Remember,en,1057.0,8.054499
5038,DramaRomance,Vicky Cristina Barcelona,en,1050.0,9.648539
34584,DramaFamilyFantasyAdventure,The NeverEnding Story,en,1031.0,14.225919000000001
12163,DramaRomance,The Wrestler,en,1031.0,7.903956
258230,DramaFantasy,A Monster Calls,en,1023.0,24.483893
15472,DramaThrillerCrimeMystery,The Girl with the Dragon Tattoo,sv,1020.0,9.858687
9800,Drama,Philadelphia,en,1019.0,13.373006
57212,DramaWar,War Horse,en,1016.0,8.166363
339988,DramaThrillerScience Fiction,The Circle,en,1015.0,88.439243
6023,DramaRomance,P.S. I Love You,en,1011.0,10.304881
8967,DramaFantasy,The Tree of Life,en,1009.0,11.204539
51828,DramaRomance,One Day,en,1006.0,11.239011999999999
280092,DramaHorrorThriller,Insidious: Chapter 3,en,1005.0,10.098792
770,DramaRomanceWar,Gone with the Wind,en,995.0,14.240357000000001
3176,DramaThrillerAdventure,Battle Royale,ja,992.0,12.701098
76,DramaRomance,Before Sunrise,en,984.0,11.304979
1374,Drama,Rocky IV,en,984.0,10.25721
77877,DramaRomance,The Lucky One,en,981.0,7.740761999999999
23169,DramaRomance,Remember Me,en,980.0,8.307719
582,DramaThriller,The Lives of Others,de,977.0,9.02255
295964,Drama,Burnt,en,974.0,8.066726
1578,Drama,Raging Bull,en,968.0,8.868558
15121,DramaFamilyMusicRomance,The Sound of Music,en,966.0,9.067730000000001
87492,DramaThriller,Foxcatcher,en,965.0,8.10357
228970,Drama,Wild,en,961.0,11.209154
35690,DramaFamilyRomance,The Last Song,en,959.0,5.541073
1367,Drama,Rocky II,en,948.0,11.789813
103663,Drama,The Hunt,da,946.0,8.462800999999999
11778,DramaWar,The Deer Hunter,en,943.0,7.729445
470,DramaCrimeThriller,21 Grams,en,943.0,6.372278
74465,DramaComedyFamily,We Bought a Zoo,en,928.0,10.563152
10316,Drama,The Ides of March,en,924.0,6.82647
62215,DramaScience Fiction,Melancholia,da,915.0,8.124767
1885,Drama,The Karate Kid,en,913.0,7.644989999999999
46705,DramaRomance,Blue Valentine,en,911.0,11.107914
80271,DramaComedyRomance,LOL,en,905.0,10.005198
881,Drama,A Few Good Men,en,899.0,12.330249
76025,Drama,Shame,en,897.0,11.72049
86825,DramaHorrorThriller,Stoker,en,895.0,7.222816000000001
1371,Drama,Rocky III,en,894.0,11.673366
615,Drama,The Passion of the Christ,en,888.0,13.194168
77987,DramaThrillerCrime,Only God Forgives,en,886.0,6.069475
3082,DramaComedy,Modern Times,en,881.0,8.159556
263472,DramaThriller,Knock Knock,en,880.0,11.898793
55787,DramaRomance,Water for Elephants,en,879.0,7.649466
265195,DramaThrillerComedy,Wild Tales,es,878.0,8.764888000000001
38117,DramaFantasyRomance,Beastly,en,878.0,7.364563
7735,DramaThriller,The Wave,de,870.0,6.010332
154400,DramaCrime,The Drop,en,859.0,11.695036
1246,Drama,Rocky Balboa,en,858.0,11.697604
49517,DramaThrillerMystery,Tinker Tailor Soldier Spy,en,856.0,7.728737
310307,DramaHistory,The Founder,en,855.0,17.523343
37247,Drama,The Graduate,en,855.0,12.057829
26388,DramaThrillerMystery,Buried,en,853.0,7.389436999999999
1381,DramaAdventureScience FictionRomance,The Fountain,en,852.0,11.577121
59,DramaThrillerCrime,A History of Violence,en,850.0,11.119707
20453,DramaComedyRomance,3 Idiots,hi,850.0,7.6756210000000005
796,DramaRomanceThriller,Cruel Intentions,en,848.0,8.181065
2288,DramaRomance,Closer,en,845.0,10.860952000000001
86829,DramaMusic,Inside Llewyn Davis,en,845.0,10.838063
334,Drama,Magnolia,en,844.0,9.091636
321741,Drama,Concussion,en,844.0,7.739783
9481,DramaMysteryThrillerCrime,The Bone Collector,en,843.0,8.884406
1443,DramaRomance,The Virgin Suicides,en,841.0,10.505386999999999
8055,DramaRomance,The Reader,en,835.0,7.931732000000001
10637,Drama,Remember the Titans,en,835.0,6.587725999999999
11216,DramaRomance,Cinema Paradiso,it,834.0,14.177005
4148,DramaRomance,Revolutionary Road,en,824.0,12.265867
249397,DramaMystery,Nymphomaniac: Vol. II,da,820.0,9.594157000000001
24420,DramaRomanceFantasy,The Time Traveler's Wife,en,815.0,13.682598
4995,Drama,Boogie Nights,en,812.0,7.595679
786,DramaMusic,Almost Famous,en,807.0,9.086699000000001
205,DramaHistoryWar,Hotel Rwanda,en,805.0,10.262332
63311,DramaHorrorMysteryThriller,The Skin I Live In,es,797.0,9.782542
109410,Drama,42,en,795.0,11.637224
8741,DramaHistoryWar,The Thin Red Line,en,793.0,9.783966
210479,DramaThriller,Locke,en,780.0,12.792394
239571,DramaRomance,The Best of Me,en,777.0,8.196975
25,DramaWar,Jarhead,en,776.0,9.997032
71,DramaComedyMusic,Billy Elliot,en,774.0,12.158424
1541,DramaThrillerCrimeAdventure,Thelma & Louise,en,766.0,14.785388000000001
88794,DramaCrimeHistory,J. Edgar,en,766.0,9.529382
382591,DramaComedy,Two Is a Family,fr,765.0,17.181564
9475,Drama,Scent of a Woman,en,763.0,14.505987
18533,DramaActionCrime,Bronson,en,756.0,9.521042999999999
42188,DramaRomanceScience Fiction,Never Let Me Go,en,755.0,8.278794
68730,DramaHistory,Silence,en,754.0,14.169379999999999
393457,Drama,Fences,en,750.0,11.599716
3558,Drama,"Girl, Interrupted",en,747.0,8.285062
1955,DramaHistory,The Elephant Man,en,740.0,8.405672000000001
192,DramaThrillerMystery,The Name of the Rose,en,739.0,11.469750999999999
376866,Drama,Jackie,en,737.0,8.362716
265177,Drama,Mommy,en,734.0,14.876085999999999
80,DramaRomance,Before Sunset,en,734.0,7.048957000000001
69,DramaMusicRomance,Walk the Line,en,732.0,11.476443
7461,DramaActionThrillerCrime,Vantage Point,en,731.0,7.001645
783,DramaHistory,Gandhi,en,730.0,12.383755
462,Drama,Erin Brockovich,en,730.0,10.135446
2652,DramaThriller,Hard Candy,en,726.0,9.62025
64685,Drama,Extremely Loud & Incredibly Close,en,726.0,7.82605
84199,DramaComedyRomance,The First Time,en,725.0,5.731701
68722,Drama,The Master,en,720.0,8.074218
152742,DramaRomanceCrimeMystery,The Best Offer,en,719.0,8.995603
401104,Drama,To the Bone,en,714.0,9.128637
6972,Drama,Australia,en,712.0,9.566135000000001
167,DramaScience Fiction,K-PAX,en,710.0,12.400152
612,DramaActionHistoryThriller,Munich,en,706.0,9.668761
222936,DramaComedyRomance,Aloha,en,704.0,8.451297
228066,DramaScience FictionThriller,Victor Frankenstein,en,697.0,9.447808
406,Drama,La Haine,fr,695.0,12.108196000000001
1375,Drama,Rocky V,en,688.0,14.007329
212716,DramaComedyRomance,What If,en,688.0,10.841891
17609,DramaHorrorThriller,Antichrist,da,687.0,7.769607000000001
71859,DramaThriller,We Need to Talk About Kevin,en,687.0,5.325574
280996,DramaMystery,Mr. Holmes,en,686.0,19.256859
1278,DramaRomance,The Dreamers,en,680.0,6.685981
18947,DramaComedy,The Boat That Rocked,en,678.0,8.395617999999999
301351,DramaMusicRomance,We Are Your Friends,en,673.0,9.023686
417678,DramaRomance,"Everything, Everything",en,670.0,12.108048
1904,DramaHistoryRomance,Memoirs of a Geisha,en,670.0,7.680762
19,DramaScience Fiction,Metropolis,de,666.0,14.487867000000001
10147,DramaComedyCrime,Bad Santa,en,666.0,10.930143
1887,DramaHistory,Marie Antoinette,en,662.0,8.852557000000001
96724,DramaRomance,Anna Karenina,en,660.0,8.543311
111969,DramaComedy,Stuck in Love,en,657.0,6.715938
41402,DramaHorrorMystery,Let Me In,en,656.0,11.11946
38167,Drama,Eat Pray Love,en,655.0,15.904834
7445,DramaThrillerWar,Brothers,en,650.0,9.108917
129670,DramaAdventure,Nebraska,en,648.0,11.160699000000001
79,DramaAdventureActionHistory,Hero,zh,647.0,9.861765
10320,DramaHorrorThriller,The Ring Two,en,646.0,16.158179999999998
87516,DramaThrillerMysteryAction,Oldboy,en,632.0,7.882353
245,DramaComedyRomance,About a Boy,en,627.0,10.956665
10024,Drama,My Sister's Keeper,en,614.0,6.793972
2133,Drama,The Perfect Storm,en,609.0,18.911960999999998
8470,DramaThrillerCrime,John Q,en,604.0,8.867562
43933,DramaThrillerScience Fiction,Monsters,en,597.0,6.154375
12159,DramaFantasyRomance,What Dreams May Come,en,596.0,11.218378
41233,DramaRomance,Step Up 3D,en,595.0,9.111782
48231,DramaThriller,A Dangerous Method,en,589.0,9.865944
37950,Drama,Charlie St. Cloud,en,589.0,6.273130999999999
9913,DramaHorrorMysteryThriller,The Skeleton Key,en,588.0,10.947957
205220,Drama,Philomena,en,588.0,6.927182000000001
152603,DramaRomance,Only Lovers Left Alive,en,585.0,13.594992000000001
42297,DramaRomance,Burlesque,en,581.0,9.276539
48171,DramaThrillerHorror,The Rite,en,577.0,7.128117
39013,Drama,Winter's Bone,en,575.0,7.27941
6171,DramaHorrorScience FictionThriller,Dreamcatcher,en,574.0,7.694847
638,DramaThrillerMystery,Lost Highway,en,572.0,8.449722
11005,Drama,Awakenings,en,568.0,13.201595000000001
1523,Drama,The Last King of Scotland,en,568.0,9.424157000000001
318781,DramaRomanceHistory,Colonia,en,566.0,10.156891
4836,DramaThrillerCrime,Layer Cake,en,565.0,9.642214
975,DramaWar,Paths of Glory,en,565.0,8.548518
7978,DramaHorrorThriller,The Wolfman,en,562.0,9.297209
24253,DramaActionThrillerCrimeMystery,The Girl Who Played with Fire,sv,561.0,14.38601
409,DramaRomanceWar,The English Patient,en,559.0,15.564160999999999
2112,DramaActionThrillerCrime,Payback,en,557.0,9.112008
11978,Drama,Men of Honor,en,556.0,7.177649000000001
226857,DramaRomance,Endless Love,en,555.0,8.757277
826,DramaHistoryWar,The Bridge on the River Kwai,en,554.0,8.851646
5528,Drama,The Chorus,fr,553.0,14.758132999999999
979,DramaThrillerCrimeMystery,Irreversible,fr,550.0,16.763820000000003
400928,Drama,Gifted,en,549.0,16.025910999999997
403119,DramaThrillerHorrorAdventure,47 Meters Down,en,548.0,52.854103
2289,Drama,Cold Mountain,en,545.0,9.645543
3432,DramaCrimeMysteryThriller,Mr. Brooks,en,543.0,7.423812
10950,Drama,I Am Sam,en,542.0,12.935016000000001
795,DramaFantasyRomance,City of Angels,en,537.0,8.228219000000001
55,DramaThriller,Amores perros,es,537.0,5.958138
55420,DramaScience Fiction,Another Earth,en,535.0,8.957372
8836,DramaMysteryScience FictionThriller,The X Files: I Want to Believe,en,534.0,9.863584
599,Drama,Sunset Boulevard,en,533.0,11.709777
333352,DramaThrillerWar,Eye in the Sky,en,532.0,10.564701
8424,DramaComedyRomance,Love Me If You Dare,fr,531.0,6.138669
112336,Drama,Hitchcock,en,527.0,10.841495
330483,DramaRomance,The Choice,en,527.0,8.28378
1788,DramaFamilyMusicRomance,Footloose,en,525.0,10.403992
3175,DramaRomanceWar,Barry Lyndon,en,521.0,14.003467
7347,DramaActionCrime,Elite Squad,pt,519.0,10.759577
44603,DramaFantasy,Hereafter,en,517.0,7.942766000000001
228194,Drama,The Hundred-Foot Journey,en,516.0,14.466789000000002
28211,DramaThrillerMystery,Chloe,en,514.0,10.445867
820,DramaThrillerHistory,JFK,en,513.0,13.813146
37233,DramaMysteryThriller,The Firm,en,513.0,9.678367
239678,DramaComedy,This Is Where I Leave You,en,512.0,11.313659
8456,DramaAction,Never Back Down,en,511.0,14.753931
7214,Drama,Coach Carter,en,510.0,11.093736999999999
4566,DramaMysteryCrime,Michael Clayton,en,508.0,7.857078
294016,Drama,Trumbo,en,507.0,7.358726
33909,DramaCrime,Wall Street: Money Never Sleeps,en,504.0,9.819864
2655,DramaHorrorMysteryThriller,What Lies Beneath,en,504.0,9.500497
137321,DramaFantasyMysteryRomance,Winter's Tale,en,501.0,7.363527
985,DramaFantasyHorrorScience Fiction,Eraserhead,en,500.0,7.871001
12184,Drama,The Other Boleyn Girl,en,498.0,9.778825999999999
337674,DramaThriller,Elle,fr,498.0,8.226065
11615,DramaThrillerCrime,The Life of David Gale,en,497.0,9.930325999999999
46738,DramaWarMystery,Incendies,fr,496.0,8.596012
10110,DramaHistoryWar,Empire of the Sun,en,491.0,10.220906
10775,DramaActionThrillerCrimeMystery,Infernal Affairs,cn,490.0,10.363082
283350,DramaRomanceComedy,Before We Go,en,490.0,9.526911
9008,DramaThriller,The Insider,en,489.0,11.3569
182560,DramaMysteryThriller,Dark Places,en,488.0,9.188583
12102,Drama,Kramer vs. Kramer,en,483.0,9.741644
1677,DramaMusic,Ray,en,481.0,10.603762
47931,DramaActionCrime,Elite Squad: The Enemy Within,pt,477.0,12.334357
283587,DramaWar,Beasts of No Nation,en,476.0,11.732546000000001
34653,DramaRomance,A Single Man,en,475.0,10.952544999999999
60243,Drama,A Separation,fa,474.0,7.939625
10474,DramaCrime,The Basketball Diaries,en,472.0,7.415144000000001
74534,DramaComedy,The Best Exotic Marigold Hotel,en,468.0,9.23046
832,DramaActionThrillerCrime,M,de,465.0,12.752421
49009,DramaAdventureHistory,The Way Back,en,462.0,9.402082
590,Drama,The Hours,en,461.0,14.686487
1852,DramaHistoryThriller,World Trade Center,en,461.0,13.332101999999999
169813,Drama,Short Term 12,en,460.0,12.34835
127517,DramaThriller,Disconnect,en,459.0,12.18812
9667,DramaMysteryThrillerFantasy,The Jacket,en,459.0,12.092096000000002
5723,DramaMusicRomance,Once,en,457.0,10.357064
8489,Drama,Ali,en,457.0,9.303104
234200,DramaComedy,Pride,en,457.0,9.111867
157370,DramaRomanceThriller,Kill Your Darlings,en,455.0,7.075031
231,DramaThriller,Syriana,en,455.0,5.768575
304357,Drama,Woman in Gold,en,454.0,11.61
375366,DramaHorrorThriller,The Girl with All the Gifts,en,453.0,10.444797
371645,DramaAdventureComedy,Hunt for the Wilderpeople,en,453.0,9.259371
49020,DramaComedyRomance,Submarine,en,452.0,7.346099000000001
393519,DramaHorror,Raw,fr,451.0,14.320893
10220,DramaCrime,Rounders,en,451.0,8.783453999999999
292431,DramaRomance,Love,en,449.0,2.328321
10647,DramaRomance,Pay It Forward,en,447.0,10.479723
1607,DramaCrime,A Bronx Tale,en,447.0,6.115628
14359,DramaMystery,Doubt,en,445.0,9.278263
10669,DramaAdventureThriller,Deliverance,en,441.0,8.476681
9869,DramaActionThrillerCrime,Patriot Games,en,440.0,11.075674000000001
245168,DramaHistory,Suffragette,en,440.0,8.093442
97365,DramaRomance,Rust and Bone,fr,438.0,8.400049000000001
38684,DramaRomance,Jane Eyre,en,438.0,7.089084
68817,DramaMusicRomance,Footloose,en,438.0,6.162257
402529,DramaMusic,All Eyez on Me,en,436.0,9.809168
112198,DramaComedy,What's in a Name,fr,433.0,7.038717999999999
379,DramaThrillerCrime,Miller's Crossing,en,431.0,7.495853
9563,Drama,Any Given Sunday,en,430.0,10.571434
38199,DramaThriller,Unthinkable,en,430.0,6.983803
64678,DramaRomance,The Art of Getting By,en,430.0,5.24456
1923,DramaMystery,Twin Peaks: Fire Walk with Me,en,429.0,8.736538000000001
1985,DramaMysteryThriller,The Constant Gardener,en,428.0,11.556484
25793,Drama,Precious,en,426.0,8.293548
4953,DramaComedy,Be Kind Rewind,en,426.0,4.848692
996,DramaMysteryThriller,Double Indemnity,en,425.0,6.49432
891,DramaHistoryMysteryThriller,All the President's Men,en,424.0,12.421754
14254,DramaHorrorThriller,The Uninvited,en,424.0,10.330423
24684,DramaRomance,An Education,en,423.0,8.593196
6964,DramaComedyRomance,Something's Gotta Give,en,422.0,8.524847
298382,Drama,The Dressmaker,en,419.0,7.956860000000001
75900,Drama,My Week with Marilyn,en,418.0,12.203066
8913,DramaHorror,Pet Sematary,en,417.0,8.365761000000001
301804,DramaFantasyHorrorThriller,Before I Wake,en,416.0,9.449103
9697,DramaThrillerFantasyMystery,Lady in the Water,en,415.0,8.704554
10851,DramaThrillerCrimeMystery,Revolver,en,415.0,5.6549830000000005
1551,DramaHorrorScience FictionThriller,Flatliners,en,413.0,11.890138
86837,DramaRomance,Amour,fr,413.0,7.663947
338189,Drama,It's Only the End of the World,fr,411.0,11.864583999999999
84175,DramaFantasy,Beasts of the Southern Wild,en,411.0,5.550496
1807,DramaCrime,Elephant,en,410.0,6.447312
802,DramaRomance,Lolita,en,409.0,9.551293
9454,DramaRomanceComedy,Ever After: A Cinderella Story,en,408.0,13.309701
11820,DramaRomance,Mona Lisa Smile,en,406.0,10.527191
12783,DramaHistoryRomance,The Duchess,en,406.0,9.835473
7979,Drama,The Kite Runner,en,405.0,5.970067
5156,Drama,Bicycle Thieves,it,404.0,13.233135999999998
2604,DramaWar,Born on the Fourth of July,en,403.0,13.617645999999999
283552,Drama,The Light Between Oceans,en,403.0,8.483245
14462,DramaThrillerMystery,The Manchurian Candidate,en,401.0,10.796939
69668,DramaThrillerMystery,Dream House,en,401.0,9.995617
10400,Drama,The Hurricane,en,401.0,5.716009
157851,Drama,Maps to the Stars,en,398.0,9.431878999999999
